time_s,level_rise_m,level_rise_cm
55.77,0.00115,0.115
55.84,0.00115,0.115
55.90,0.00115,0.115
55.96,0.00115,0.115
56.03,0.00116,0.116
56.09,0.00116,0.116
56.15,0.00116,0.116
56.22,0.00116,0.116
56.28,0.00116,0.116
56.34,0.00117,0.117
56.41,0.00117,0.117
56.47,0.00117,0.117
56.53,0.00117,0.117
56.60,0.00118,0.118
56.66,0.00118,0.118
56.72,0.00118,0.118
56.78,0.00118,0.118
56.84,0.00118,0.118
56.91,0.00119,0.119
56.97,0.00119,0.119
57.03,0.00119,0.119
57.09,0.00119,0.119
57.15,0.00119,0.119
57.22,0.00120,0.120
57.28,0.00120,0.120
57.34,0.00120,0.120
57.40,0.00120,0.120
57.46,0.00121,0.121
57.52,0.00121,0.121
57.58,0.00121,0.121
57.64,0.00121,0.121
57.70,0.00121,0.121
57.76,0.00122,0.122
57.82,0.00122,0.122
57.88,0.00122,0.122
57.94,0.00122,0.122
58.00,0.00122,0.122
58.06,0.00123,0.123
58.12,0.00123,0.123
58.18,0.00123,0.123
58.24,0.00123,0.123
58.30,0.00124,0.124
58.36,0.00124,0.124
58.42,0.00124,0.124
58.48,0.00124,0.124
58.54,0.00124,0.124
58.60,0.00125,0.125
58.66,0.00125,0.125
58.72,0.00125,0.125
58.77,0.00125,0.125
58.83,0.00125,0.125
58.89,0.00126,0.126
58.95,0.00126,0.126
59.01,0.00126,0.126
59.07,0.00126,0.126
59.12,0.00126,0.126
59.18,0.00127,0.127
59.24,0.00127,0.127
59.30,0.00127,0.127
59.35,0.00127,0.127
59.41,0.00127,0.127
59.47,0.00128,0.128
59.53,0.00128,0.128
59.58,0.00128,0.128
59.64,0.00128,0.128
59.70,0.00129,0.129
59.76,0.00129,0.129
59.81,0.00129,0.129
59.87,0.00129,0.129
59.93,0.00129,0.129
59.98,0.00130,0.130
60.04,0.00130,0.130
60.10,0.00130,0.130
60.15,0.00130,0.130
60.21,0.00130,0.130
60.26,0.00131,0.131
60.32,0.00131,0.131
60.38,0.00131,0.131
60.43,0.00131,0.131
60.49,0.00131,0.131
60.54,0.00132,0.132
60.60,0.00132,0.132
60.66,0.00132,0.132
60.71,0.00132,0.132
60.77,0.00132,0.132
60.82,0.00133,0.133
60.88,0.00133,0.133
60.93,0.00133,0.133
60.99,0.00133,0.133
61.04,0.00133,0.133
61.10,0.00134,0.134
61.15,0.00134,0.134
61.21,0.00134,0.134
61.26,0.00134,0.134
61.32,0.00134,0.134
61.37,0.00135,0.135
61.43,0.00135,0.135
61.48,0.00135,0.135
61.53,0.00135,0.135
61.59,0.00135,0.135
61.64,0.00136,0.136
61.70,0.00136,0.136
61.75,0.00136,0.136
61.81,0.00136,0.136
61.86,0.00136,0.136
61.91,0.00137,0.137
61.97,0.00137,0.137
62.02,0.00137,0.137
62.07,0.00137,0.137
62.13,0.00137,0.137
62.18,0.00138,0.138
62.23,0.00138,0.138
62.29,0.00138,0.138
62.34,0.00138,0.138
62.39,0.00138,0.138
62.45,0.00138,0.138
62.50,0.00139,0.139
62.55,0.00139,0.139
62.61,0.00139,0.139
62.66,0.00139,0.139
62.71,0.00139,0.139
62.76,0.00140,0.140
62.82,0.00140,0.140
62.87,0.00140,0.140
62.92,0.00140,0.140
62.97,0.00140,0.140
63.03,0.00141,0.141
63.08,0.00141,0.141
63.13,0.00141,0.141
63.18,0.00141,0.141
63.24,0.00141,0.141
63.29,0.00142,0.142
63.34,0.00142,0.142
63.39,0.00142,0.142
63.44,0.00142,0.142
63.50,0.00142,0.142
63.55,0.00143,0.143
63.60,0.00143,0.143
63.65,0.00143,0.143
63.70,0.00143,0.143
63.75,0.00143,0.143
63.80,0.00143,0.143
63.86,0.00144,0.144
63.91,0.00144,0.144
63.96,0.00144,0.144
64.01,0.00144,0.144
64.06,0.00144,0.144
64.11,0.00145,0.145
64.16,0.00145,0.145
64.21,0.00145,0.145
64.27,0.00145,0.145
64.32,0.00145,0.145
64.37,0.00146,0.146
64.42,0.00146,0.146
64.47,0.00146,0.146
64.52,0.00146,0.146
64.57,0.00146,0.146
64.62,0.00147,0.147
64.67,0.00147,0.147
64.72,0.00147,0.147
64.77,0.00147,0.147
64.82,0.00147,0.147
64.87,0.00147,0.147
64.92,0.00148,0.148
64.97,0.00148,0.148
65.02,0.00148,0.148
65.07,0.00148,0.148
65.12,0.00148,0.148
65.17,0.00149,0.149
65.22,0.00149,0.149
65.27,0.00149,0.149
65.32,0.00149,0.149
65.37,0.00149,0.149
65.42,0.00150,0.150
65.47,0.00150,0.150
65.52,0.00150,0.150
65.57,0.00150,0.150
65.62,0.00150,0.150
65.67,0.00150,0.150
65.72,0.00151,0.151
65.77,0.00151,0.151
65.82,0.00151,0.151
65.87,0.00151,0.151
65.92,0.00151,0.151
65.97,0.00152,0.152
66.02,0.00152,0.152
66.07,0.00152,0.152
66.12,0.00152,0.152
66.17,0.00152,0.152
66.22,0.00153,0.153
66.27,0.00153,0.153
66.32,0.00153,0.153
66.37,0.00153,0.153
66.42,0.00153,0.153
66.47,0.00153,0.153
66.52,0.00154,0.154
66.56,0.00154,0.154
66.61,0.00154,0.154
66.66,0.00154,0.154
66.71,0.00154,0.154
66.76,0.00155,0.155
66.81,0.00155,0.155
66.86,0.00155,0.155
66.91,0.00155,0.155
66.96,0.00155,0.155
67.01,0.00156,0.156
67.06,0.00156,0.156
67.10,0.00156,0.156
67.15,0.00156,0.156
67.20,0.00156,0.156
67.25,0.00156,0.156
67.30,0.00157,0.157
67.35,0.00157,0.157
67.40,0.00157,0.157
67.45,0.00157,0.157
67.50,0.00157,0.157
67.54,0.00158,0.158
67.59,0.00158,0.158
67.64,0.00158,0.158
67.69,0.00158,0.158
67.74,0.00158,0.158
67.79,0.00159,0.159
67.84,0.00159,0.159
67.89,0.00159,0.159
67.93,0.00159,0.159
67.98,0.00159,0.159
68.03,0.00159,0.159
68.08,0.00160,0.160
68.13,0.00160,0.160
68.18,0.00160,0.160
68.23,0.00160,0.160
68.28,0.00160,0.160
68.32,0.00161,0.161
68.37,0.00161,0.161
68.42,0.00161,0.161
68.47,0.00161,0.161
68.52,0.00161,0.161
68.57,0.00161,0.161
68.62,0.00162,0.162
68.66,0.00162,0.162
68.71,0.00162,0.162
68.76,0.00162,0.162
68.81,0.00162,0.162
68.86,0.00163,0.163
68.91,0.00163,0.163
68.95,0.00163,0.163
69.00,0.00163,0.163
69.05,0.00163,0.163
69.10,0.00164,0.164
69.15,0.00164,0.164
69.20,0.00164,0.164
69.24,0.00164,0.164
69.29,0.00164,0.164
69.34,0.00164,0.164
69.39,0.00165,0.165
69.44,0.00165,0.165
69.49,0.00165,0.165
69.53,0.00165,0.165
69.58,0.00165,0.165
69.63,0.00166,0.166
69.68,0.00166,0.166
69.72,0.00166,0.166
69.77,0.00166,0.166
69.82,0.00166,0.166
69.87,0.00167,0.167
69.92,0.00167,0.167
69.96,0.00167,0.167
70.01,0.00167,0.167
70.06,0.00167,0.167
70.10,0.00167,0.167
70.15,0.00168,0.168
70.20,0.00168,0.168
70.25,0.00168,0.168
70.29,0.00168,0.168
70.34,0.00168,0.168
70.39,0.00169,0.169
70.43,0.00169,0.169
70.48,0.00169,0.169
70.53,0.00169,0.169
70.57,0.00169,0.169
70.62,0.00169,0.169
70.66,0.00170,0.170
70.71,0.00170,0.170
70.76,0.00170,0.170
70.80,0.00170,0.170
70.85,0.00170,0.170
70.90,0.00171,0.171
70.94,0.00171,0.171
70.99,0.00171,0.171
71.03,0.00171,0.171
71.08,0.00171,0.171
71.13,0.00171,0.171
71.17,0.00172,0.172
71.22,0.00172,0.172
71.26,0.00172,0.172
71.31,0.00172,0.172
71.35,0.00172,0.172
71.40,0.00172,0.172
71.44,0.00173,0.173
71.49,0.00173,0.173
71.54,0.00173,0.173
71.58,0.00173,0.173
71.63,0.00173,0.173
71.67,0.00174,0.174
71.72,0.00174,0.174
71.76,0.00174,0.174
71.81,0.00174,0.174
71.85,0.00174,0.174
71.90,0.00174,0.174
71.94,0.00175,0.175
71.99,0.00175,0.175
72.03,0.00175,0.175
72.07,0.00175,0.175
72.12,0.00175,0.175
72.16,0.00175,0.175
72.21,0.00176,0.176
72.25,0.00176,0.176
72.30,0.00176,0.176
72.34,0.00176,0.176
72.39,0.00176,0.176
72.43,0.00177,0.177
72.48,0.00177,0.177
