time_min,rain_mm_hr,Pe_mm_hr,infilt_mm_hr,flooded_ha,mean_depth_m,lake_rise_m
0.0,0.0,0.0,76.0,0.0,0.0,0.0
30.0,3.15,0.0,43.76,0.0,0.0,0.0
60.0,3.15,0.0,31.9,0.0,0.0,0.0
90.0,3.15,0.0,27.54,0.0,0.0,0.0
120.0,3.15,0.0,25.93,0.0,0.0,0.0
150.0,3.46,0.0,25.34,0.0,0.0,0.0
180.0,4.72,0.0,25.13,0.0,0.0,0.0
210.0,4.72,0.0,25.05,0.0,0.0,0.0
240.0,4.72,0.0,25.02,0.0,0.0,0.0
270.0,4.72,0.0,25.01,0.0,0.0,0.0
300.0,5.98,0.0,25.0,0.0,0.0,0.0
330.0,7.87,0.0,25.0,0.0,0.0,0.0
360.0,7.87,0.0,25.0,0.0,0.0,0.0
390.0,7.87,0.0,25.0,0.0,0.0,0.0
420.0,7.87,0.0,25.0,0.0,0.0,0.0
450.0,10.24,0.0,25.0,0.0,0.0,0.0
480.0,11.81,0.0,25.0,0.0,0.0,0.0
510.0,11.81,0.0,25.0,0.0,0.0,0.0
540.0,11.81,0.0,25.0,0.0,0.0,0.0
570.0,11.81,0.0,25.0,0.0,0.0,0.0
600.0,20.0,0.0,25.0,0.0,0.0,0.0
630.0,22.05,0.0,25.0,0.0,0.0,0.0
660.0,22.05,0.0,25.0,0.0,0.0,0.0
690.0,22.05,0.0,25.0,0.0,0.0,0.0
720.0,22.05,0.0,25.0,0.0,0.0,0.0
750.0,11.81,0.0,25.0,0.0,0.0,0.0
780.0,11.81,0.0,25.0,0.0,0.0,0.0
810.0,11.81,0.0,25.0,0.0,0.0,0.0
840.0,11.81,0.0,25.0,0.0,0.0,0.0
870.0,10.87,0.0,25.0,0.0,0.0,0.0
900.0,7.09,0.0,25.0,0.0,0.0,0.0
930.0,7.09,0.0,25.0,0.0,0.0,0.0
960.0,7.09,0.0,25.0,0.0,0.0,0.0
990.0,7.09,0.0,25.0,0.0,0.0,0.0
1020.0,6.14,0.0,25.0,0.0,0.0,0.0
1050.0,4.72,0.0,25.0,0.0,0.0,0.0
1080.0,4.72,0.0,25.0,0.0,0.0,0.0
1110.0,4.72,0.0,25.0,0.0,0.0,0.0
1140.0,4.72,0.0,25.0,0.0,0.0,0.0
1170.0,3.78,0.0,25.0,0.0,0.0,0.0
1200.0,3.15,0.0,25.0,0.0,0.0,0.0
1230.0,3.15,0.0,25.0,0.0,0.0,0.0
1260.0,3.15,0.0,25.0,0.0,0.0,0.0
1290.0,3.15,0.0,25.0,0.0,0.0,0.0
1320.0,2.52,0.0,25.0,0.0,0.0,0.0
1350.0,2.36,0.0,25.0,0.0,0.0,0.0
1380.0,2.36,0.0,25.0,0.0,0.0,0.0
1410.0,2.36,0.0,25.0,0.0,0.0,0.0
1440.0,2.36,0.0,25.0,0.0,0.0,0.0
