time_min,rain_mm_hr,Pe_mm_hr,infilt_mm_hr,flooded_ha,mean_depth_m,lake_rise_m
0.0,0.0,0.0,76.0,0.0,0.0,0.0
30.0,2.53,0.0,43.76,0.0,0.0,0.0
60.0,2.53,0.0,31.9,0.0,0.0,0.0
90.0,2.53,0.0,27.54,0.0,0.0,0.0
120.0,2.53,0.0,25.93,0.0,0.0,0.0
150.0,2.78,0.0,25.34,0.0,0.0,0.0
180.0,3.8,0.0,25.13,0.0,0.0,0.0
210.0,3.8,0.0,25.05,0.0,0.0,0.0
240.0,3.8,0.0,25.02,0.0,0.0,0.0
270.0,3.8,0.0,25.01,0.0,0.0,0.0
300.0,4.81,0.0,25.0,0.0,0.0,0.0
330.0,6.33,0.0,25.0,0.0,0.0,0.0
360.0,6.33,0.0,25.0,0.0,0.0,0.0
390.0,6.33,0.0,25.0,0.0,0.0,0.0
420.0,6.33,0.0,25.0,0.0,0.0,0.0
450.0,8.23,0.0,25.0,0.0,0.0,0.0
480.0,9.49,0.0,25.0,0.0,0.0,0.0
510.0,9.49,0.0,25.0,0.0,0.0,0.0
540.0,9.49,0.0,25.0,0.0,0.0,0.0
570.0,9.49,0.0,25.0,0.0,0.0,0.0
600.0,16.08,0.0,25.0,0.0,0.0,0.0
630.0,17.72,0.0,25.0,0.0,0.0,0.0
660.0,17.72,0.0,25.0,0.0,0.0,0.0
690.0,17.72,0.0,25.0,0.0,0.0,0.0
720.0,17.72,0.0,25.0,0.0,0.0,0.0
750.0,9.49,0.0,25.0,0.0,0.0,0.0
780.0,9.49,0.0,25.0,0.0,0.0,0.0
810.0,9.49,0.0,25.0,0.0,0.0,0.0
840.0,9.49,0.0,25.0,0.0,0.0,0.0
870.0,8.73,0.0,25.0,0.0,0.0,0.0
900.0,5.7,0.0,25.0,0.0,0.0,0.0
930.0,5.7,0.0,25.0,0.0,0.0,0.0
960.0,5.7,0.0,25.0,0.0,0.0,0.0
990.0,5.7,0.0,25.0,0.0,0.0,0.0
1020.0,4.94,0.0,25.0,0.0,0.0,0.0
1050.0,3.8,0.0,25.0,0.0,0.0,0.0
1080.0,3.8,0.0,25.0,0.0,0.0,0.0
1110.0,3.8,0.0,25.0,0.0,0.0,0.0
1140.0,3.8,0.0,25.0,0.0,0.0,0.0
1170.0,3.04,0.0,25.0,0.0,0.0,0.0
1200.0,2.53,0.0,25.0,0.0,0.0,0.0
1230.0,2.53,0.0,25.0,0.0,0.0,0.0
1260.0,2.53,0.0,25.0,0.0,0.0,0.0
1290.0,2.53,0.0,25.0,0.0,0.0,0.0
1320.0,2.03,0.0,25.0,0.0,0.0,0.0
1350.0,1.9,0.0,25.0,0.0,0.0,0.0
1380.0,1.9,0.0,25.0,0.0,0.0,0.0
1410.0,1.9,0.0,25.0,0.0,0.0,0.0
1440.0,1.9,0.0,25.0,0.0,0.0,0.0
