time_min,cumulative_depth_mm,incremental_depth_mm
0,0.0,0.0
5,2.4299333333333326,2.4299333333333326
10,5.831839999999999,3.401906666666666
15,10.934700000000001,5.102860000000002
20,18.224499999999995,7.289799999999994
25,28.916206666666664,10.691706666666668
30,45.92574,17.009533333333334
35,55.03799000000001,9.11225000000001
40,61.23432,6.196329999999989
45,65.6082,4.37388
50,68.76711333333333,3.158913333333331
55,71.07554999999999,2.3084366666666654
60,72.898,1.8224500000000035
