year,month,monthly_total_mm,n_days_reported,days_in_month,complete,season,date
2002,6,465.6,30,30,True,wet,2002-06-01
2002,7,237.4,31,31,True,wet,2002-07-01
2002,8,254.4,31,31,True,wet,2002-08-01
2002,9,171.0,30,30,True,wet,2002-09-01
2002,10,21.4,31,31,True,dry,2002-10-01
2002,11,66.0,30,30,True,dry,2002-11-01
2002,12,234.0,31,31,True,dry,2002-12-01
2003,1,110.0,31,31,True,dry,2003-01-01
2003,2,38.8,28,28,True,dry,2003-02-01
2003,3,167.29999999999998,31,31,True,dry,2003-03-01
2003,4,46.3,30,30,True,dry,2003-04-01
2003,5,119.60000000000001,31,31,True,dry,2003-05-01
2003,6,225.29999999999998,28,30,True,wet,2003-06-01
2003,7,216.5,31,31,True,wet,2003-07-01
2003,8,328.9,30,31,True,wet,2003-08-01
2003,9,67.8,30,30,True,wet,2003-09-01
2003,10,17.0,31,31,True,dry,2003-10-01
2003,11,45.2,30,30,True,dry,2003-11-01
2003,12,36.7,31,31,True,dry,2003-12-01
2004,1,61.0,31,31,True,dry,2004-01-01
2004,2,103.7,29,29,True,dry,2004-02-01
2004,3,24.7,31,31,True,dry,2004-03-01
2004,4,57.6,30,30,True,dry,2004-04-01
2004,5,84.8,31,31,True,dry,2004-05-01
2004,6,278.0,30,30,True,wet,2004-06-01
2004,7,154.3,31,31,True,wet,2004-07-01
2004,8,275.8,27,31,True,wet,2004-08-01
2004,9,241.70000000000002,28,30,True,wet,2004-09-01
2004,10,19.4,31,31,True,dry,2004-10-01
2004,11,13.899999999999999,30,30,True,dry,2004-11-01
2004,12,41.99999999999999,31,31,True,dry,2004-12-01
2005,1,83.7,31,31,True,dry,2005-01-01
2005,2,52.1,28,28,True,dry,2005-02-01
2005,3,126.6,31,31,True,dry,2005-03-01
2005,4,66.8,30,30,True,dry,2005-04-01
2005,5,25.9,30,31,True,dry,2005-05-01
2005,6,486.9,30,30,True,wet,2005-06-01
2005,7,184.29999999999998,31,31,True,wet,2005-07-01
2005,8,208.4,31,31,True,wet,2005-08-01
2005,9,170.4,29,30,True,wet,2005-09-01
2005,10,269.5,31,31,True,dry,2005-10-01
2005,11,25.4,30,30,True,dry,2005-11-01
2005,12,59.0,31,31,True,dry,2005-12-01
2006,1,11.0,31,31,True,dry,2006-01-01
2006,2,56.199999999999996,28,28,True,dry,2006-02-01
2006,3,0.8,31,31,True,dry,2006-03-01
2006,4,12.200000000000001,30,30,True,dry,2006-04-01
2006,5,34.5,31,31,True,dry,2006-05-01
2006,6,189.0,30,30,True,wet,2006-06-01
2006,7,159.10000000000002,30,31,True,wet,2006-07-01
2006,8,197.3,31,31,True,wet,2006-08-01
2006,9,38.8,30,30,True,wet,2006-09-01
2006,10,15.5,31,31,True,dry,2006-10-01
2006,11,50.8,30,30,True,dry,2006-11-01
2006,12,130.5,31,31,True,dry,2006-12-01
2007,1,36.800000000000004,31,31,True,dry,2007-01-01
2007,2,25.7,27,28,True,dry,2007-02-01
2007,3,16.0,31,31,True,dry,2007-03-01
2007,4,37.1,30,30,True,dry,2007-04-01
2007,5,27.9,31,31,True,dry,2007-05-01
2007,6,292.2,30,30,True,wet,2007-06-01
2007,7,233.6,31,31,True,wet,2007-07-01
2007,8,67.9,29,31,True,wet,2007-08-01
2007,9,107.6,30,30,True,wet,2007-09-01
2007,10,129.8,29,31,True,dry,2007-10-01
2007,11,19.8,30,30,True,dry,2007-11-01
2007,12,2.0,29,31,True,dry,2007-12-01
2008,1,48.1,31,31,True,dry,2008-01-01
2008,2,85.1,29,29,True,dry,2008-02-01
2008,3,15.0,23,31,True,dry,2008-03-01
2008,4,0.0,24,30,True,dry,2008-04-01
2008,5,0.0,31,31,True,dry,2008-05-01
2008,7,147.5,24,31,True,wet,2008-07-01
2008,8,255.4,22,31,True,wet,2008-08-01
2008,9,47.4,24,30,True,wet,2008-09-01
2008,10,80.6,26,31,True,dry,2008-10-01
2008,11,52.3,30,30,True,dry,2008-11-01
2008,12,22.400000000000002,29,31,True,dry,2008-12-01
2009,1,62.3,31,31,True,dry,2009-01-01
2009,2,11.0,25,28,True,dry,2009-02-01
2009,3,12.899999999999999,31,31,True,dry,2009-03-01
2009,4,16.799999999999997,30,30,True,dry,2009-04-01
2009,5,433.8,31,31,True,dry,2009-05-01
2009,6,139.2,27,30,True,wet,2009-06-01
2009,8,96.8,31,31,True,wet,2009-08-01
2009,9,305.0,28,30,True,wet,2009-09-01
2009,10,16.1,30,31,True,dry,2009-10-01
2009,11,15.0,30,30,True,dry,2009-11-01
2009,12,99.5,31,31,True,dry,2009-12-01
2010,1,98.8,26,31,True,dry,2010-01-01
2010,2,99.6,26,28,True,dry,2010-02-01
2010,3,82.80000000000001,25,31,True,dry,2010-03-01
2010,4,124.7,30,30,True,dry,2010-04-01
2010,5,114.69999999999999,29,31,True,dry,2010-05-01
2010,6,46.7,15,30,False,wet,2010-06-01
2010,7,80.7,25,31,True,wet,2010-07-01
2010,8,115.2,29,31,True,wet,2010-08-01
2010,9,85.1,30,30,True,wet,2010-09-01
2010,10,0.0,31,31,True,dry,2010-10-01
2010,11,14.200000000000001,25,30,True,dry,2010-11-01
2010,12,3.7,28,31,True,dry,2010-12-01
2011,1,134.6,31,31,True,dry,2011-01-01
2011,2,12.399999999999999,26,28,True,dry,2011-02-01
2011,3,129.1,31,31,True,dry,2011-03-01
2011,4,66.5,29,30,True,dry,2011-04-01
2011,5,30.799999999999997,31,31,True,dry,2011-05-01
2011,6,122.1,25,30,True,wet,2011-06-01
2011,7,136.0,30,31,True,wet,2011-07-01
2011,8,183.4,28,31,True,wet,2011-08-01
2011,9,204.6,30,30,True,wet,2011-09-01
2011,10,224.79999999999998,31,31,True,dry,2011-10-01
2011,11,28.8,30,30,True,dry,2011-11-01
2011,12,38.9,30,31,True,dry,2011-12-01
2012,1,7.1,30,31,True,dry,2012-01-01
2012,2,30.6,25,29,True,dry,2012-02-01
2012,3,25.7,28,31,True,dry,2012-03-01
2012,4,38.9,30,30,True,dry,2012-04-01
2012,5,138.1,30,31,True,dry,2012-05-01
2012,6,289.5,29,30,True,wet,2012-06-01
2012,7,73.9,31,31,True,wet,2012-07-01
2012,8,310.1,31,31,True,wet,2012-08-01
2012,9,124.1,27,30,True,wet,2012-09-01
2012,10,89.1,31,31,True,dry,2012-10-01
2012,11,3.0,29,30,True,dry,2012-11-01
2012,12,26.2,29,31,True,dry,2012-12-01
2013,1,7.300000000000001,31,31,True,dry,2013-01-01
2013,2,19.9,28,28,True,dry,2013-02-01
2013,3,33.8,31,31,True,dry,2013-03-01
2013,4,79.1,30,30,True,dry,2013-04-01
2013,5,234.3,31,31,True,dry,2013-05-01
2013,6,270.4,30,30,True,wet,2013-06-01
2013,7,274.8,31,31,True,wet,2013-07-01
2013,8,172.5,31,31,True,wet,2013-08-01
2013,9,153.5,30,30,True,wet,2013-09-01
2013,10,10.200000000000001,31,31,True,dry,2013-10-01
2013,11,73.7,30,30,True,dry,2013-11-01
2013,12,15.4,31,31,True,dry,2013-12-01
2014,1,62.3,31,31,True,dry,2014-01-01
2014,2,65.8,28,28,True,dry,2014-02-01
2014,3,144.2,31,31,True,dry,2014-03-01
2014,4,94.0,30,30,True,dry,2014-04-01
2014,5,133.8,30,31,True,dry,2014-05-01
2014,6,206.1,30,30,True,wet,2014-06-01
2014,7,183.8,31,31,True,wet,2014-07-01
2014,8,176.70000000000002,28,31,True,wet,2014-08-01
2014,9,321.7,29,30,True,wet,2014-09-01
2014,10,25.0,31,31,True,dry,2014-10-01
2014,11,99.3,28,30,True,dry,2014-11-01
2014,12,25.7,31,31,True,dry,2014-12-01
2015,1,66.2,30,31,True,dry,2015-01-01
2015,2,108.19999999999999,25,28,True,dry,2015-02-01
2015,3,69.2,31,31,True,dry,2015-03-01
2015,4,232.1,29,30,True,dry,2015-04-01
2015,5,15.1,31,31,True,dry,2015-05-01
2015,6,248.89999999999998,24,30,True,wet,2015-06-01
2015,7,240.4,30,31,True,wet,2015-07-01
2015,8,218.5,27,31,True,wet,2015-08-01
2015,9,123.5,30,30,True,wet,2015-09-01
2015,10,35.7,26,31,True,dry,2015-10-01
2015,11,80.3,30,30,True,dry,2015-11-01
2015,12,12.1,29,31,True,dry,2015-12-01
2016,1,165.6,31,31,True,dry,2016-01-01
2016,2,48.3,26,29,True,dry,2016-02-01
2016,3,104.2,31,31,True,dry,2016-03-01
2016,4,29.1,28,30,True,dry,2016-04-01
2016,5,200.29999999999998,29,31,True,dry,2016-05-01
2016,6,210.8,30,30,True,wet,2016-06-01
2016,7,115.39999999999999,30,31,True,wet,2016-07-01
2016,8,136.29999999999998,30,31,True,wet,2016-08-01
2016,9,188.2,30,30,True,wet,2016-09-01
2016,10,77.7,26,31,True,dry,2016-10-01
2016,11,12.0,29,30,True,dry,2016-11-01
2016,12,9.3,29,31,True,dry,2016-12-01
2017,1,53.8,28,31,True,dry,2017-01-01
2017,2,81.1,24,28,True,dry,2017-02-01
2017,3,3.8,28,31,True,dry,2017-03-01
2017,4,0.5,25,30,True,dry,2017-04-01
2017,5,55.0,29,31,True,dry,2017-05-01
2017,6,452.9,30,30,True,wet,2017-06-01
2017,7,186.6,31,31,True,wet,2017-07-01
2017,8,185.0,28,31,True,wet,2017-08-01
2017,9,324.90000000000003,28,30,True,wet,2017-09-01
2017,10,113.4,30,31,True,dry,2017-10-01
2017,11,11.5,30,30,True,dry,2017-11-01
2017,12,11.0,27,31,True,dry,2017-12-01
2018,1,70.10000000000001,28,31,True,dry,2018-01-01
2018,2,1.3,28,28,True,dry,2018-02-01
2018,3,9.1,31,31,True,dry,2018-03-01
2018,4,62.8,29,30,True,dry,2018-04-01
2018,5,385.7,31,31,True,dry,2018-05-01
2018,6,372.4,30,30,True,wet,2018-06-01
2018,7,427.0,30,31,True,wet,2018-07-01
2018,8,138.7,26,31,True,wet,2018-08-01
2018,9,107.1,20,30,True,wet,2018-09-01
2018,10,56.8,30,31,True,dry,2018-10-01
2018,11,55.8,30,30,True,dry,2018-11-01
2018,12,101.6,28,31,True,dry,2018-12-01
2019,1,91.5,29,31,True,dry,2019-01-01
2019,2,69.80000000000001,28,28,True,dry,2019-02-01
2019,3,17.5,31,31,True,dry,2019-03-01
2019,4,1.3,15,30,False,dry,2019-04-01
2019,5,74.8,31,31,True,dry,2019-05-01
2019,6,138.1,30,30,True,wet,2019-06-01
2019,7,213.1,30,31,True,wet,2019-07-01
2019,8,280.6,28,31,True,wet,2019-08-01
2019,9,78.7,28,30,True,wet,2019-09-01
2019,10,142.2,31,31,True,dry,2019-10-01
2019,11,35.8,30,30,True,dry,2019-11-01
2019,12,119.3,31,31,True,dry,2019-12-01
2020,1,14.0,31,31,True,dry,2020-01-01
2020,2,41.8,28,29,True,dry,2020-02-01
2020,3,0.0,27,31,True,dry,2020-03-01
2020,4,64.8,30,30,True,dry,2020-04-01
2020,5,34.1,30,31,True,dry,2020-05-01
2020,6,210.5,30,30,True,wet,2020-06-01
2020,7,242.5,30,31,True,wet,2020-07-01
2020,8,177.0,31,31,True,wet,2020-08-01
2020,9,166.7,29,30,True,wet,2020-09-01
2020,10,36.0,31,31,True,dry,2020-10-01
2020,11,95.3,27,30,True,dry,2020-11-01
2020,12,45.5,29,31,True,dry,2020-12-01
2021,1,50.8,31,31,True,dry,2021-01-01
2021,2,89.10000000000001,28,28,True,dry,2021-02-01
2021,3,0.0,31,31,True,dry,2021-03-01
2021,4,129.5,27,30,True,dry,2021-04-01
2021,5,0.0,20,31,True,dry,2021-05-01
2021,6,210.9,26,30,True,wet,2021-06-01
2021,7,131.0,17,31,False,wet,2021-07-01
2021,8,92.3,22,31,True,wet,2021-08-01
2021,9,105.39999999999999,21,30,True,wet,2021-09-01
2021,10,72.1,30,31,True,dry,2021-10-01
2021,11,21.799999999999997,21,30,True,dry,2021-11-01
2021,12,40.4,30,31,True,dry,2021-12-01
2022,1,30.4,30,31,True,dry,2022-01-01
2022,2,10.2,28,28,True,dry,2022-02-01
2022,3,141.0,30,31,True,dry,2022-03-01
2022,4,133.9,30,30,True,dry,2022-04-01
2022,5,117.3,27,31,True,dry,2022-05-01
2022,6,115.2,30,30,True,wet,2022-06-01
2022,7,127.6,31,31,True,wet,2022-07-01
2022,8,250.29999999999998,31,31,True,wet,2022-08-01
2022,9,529.6999999999999,30,30,True,wet,2022-09-01
2022,10,25.400000000000002,31,31,True,dry,2022-10-01
2022,11,128.29999999999998,30,30,True,dry,2022-11-01
2022,12,40.6,30,31,True,dry,2022-12-01
2023,1,13.0,30,31,True,dry,2023-01-01
2023,2,18.7,28,28,True,dry,2023-02-01
2023,3,33.8,31,31,True,dry,2023-03-01
2023,4,111.1,29,30,True,dry,2023-04-01
2023,5,116.3,25,31,True,dry,2023-05-01
2023,6,141.5,28,30,True,wet,2023-06-01
2023,7,127.5,30,31,True,wet,2023-07-01
2023,8,127.1,29,31,True,wet,2023-08-01
2023,9,181.7,27,30,True,wet,2023-09-01
2023,10,41.3,31,31,True,dry,2023-10-01
2023,11,119.5,28,30,True,dry,2023-11-01
2023,12,71.1,31,31,True,dry,2023-12-01
2024,1,58.099999999999994,31,31,True,dry,2024-01-01
2024,2,58.9,29,29,True,dry,2024-02-01
2024,3,25.2,30,31,True,dry,2024-03-01
2024,4,39.400000000000006,30,30,True,dry,2024-04-01
2024,5,44.0,31,31,True,dry,2024-05-01
2024,6,166.3,30,30,True,wet,2024-06-01
2024,7,204.9,30,31,True,wet,2024-07-01
2024,8,112.4,29,31,True,wet,2024-08-01
2024,9,170.3,30,30,True,wet,2024-09-01
2024,10,56.3,29,31,True,dry,2024-10-01
2024,11,27.7,30,30,True,dry,2024-11-01
2024,12,18.1,31,31,True,dry,2024-12-01
2025,1,78.9,31,31,True,dry,2025-01-01
2025,2,39.4,28,28,True,dry,2025-02-01
2025,3,36.8,31,31,True,dry,2025-03-01
2025,4,5.8,29,30,True,dry,2025-04-01
2025,5,264.7,31,31,True,dry,2025-05-01
2025,6,180.7,30,30,True,wet,2025-06-01
2025,7,168.6,30,31,True,wet,2025-07-01
2025,8,224.2,30,31,True,wet,2025-08-01
2025,9,90.2,29,30,True,wet,2025-09-01
2025,10,141.6,31,31,True,dry,2025-10-01
2025,11,1.3,29,30,True,dry,2025-11-01
2025,12,64.8,31,31,True,dry,2025-12-01
2026,1,22.1,30,31,True,dry,2026-01-01
2026,2,44.8,28,28,True,dry,2026-02-01
2026,3,94.3,31,31,True,dry,2026-03-01
2026,4,80.8,30,30,True,dry,2026-04-01
2026,5,116.6,29,31,True,dry,2026-05-01
2026,6,57.9,20,30,True,wet,2026-06-01
