date,station_id,elevation_ft_navd88,elevation_m_navd88
2014-11-24,JOHNS,94.34,28.7548
2014-11-24,JOHNS,95.381,29.0721
2014-11-24,JOHNS,95.381,29.0721
2014-12-27,JOHNS,95.01,28.959
2014-12-27,JOHNS,96.051,29.2763
2014-12-27,JOHNS,96.051,29.2763
2015-01-25,JOHNS,95.21,29.02
2015-01-25,JOHNS,96.251,29.3373
2015-01-25,JOHNS,96.251,29.3373
2015-02-25,JOHNS,95.45,29.0932
2015-02-25,JOHNS,96.491,29.4105
2015-02-25,JOHNS,96.491,29.4105
2015-03-24,JOHNS,95.25,29.0322
2015-03-24,JOHNS,96.291,29.3495
2015-03-24,JOHNS,96.291,29.3495
2015-04-23,JOHNS,95.3,29.0474
2015-04-23,JOHNS,96.341,29.3647
2015-04-23,JOHNS,96.341,29.3647
2015-05-26,JOHNS,94.67,28.8554
2015-05-26,JOHNS,95.711,29.1727
2015-05-26,JOHNS,95.711,29.1727
2015-06-28,JOHNS,94.35,28.7579
2015-06-28,JOHNS,95.391,29.0752
2015-06-28,JOHNS,95.391,29.0752
2015-07-25,JOHNS,94.25,28.7274
2015-07-25,JOHNS,95.291,29.0447
2015-07-25,JOHNS,95.291,29.0447
2015-08-25,JOHNS,95.27,29.0383
2015-08-25,JOHNS,96.311,29.3556
2015-08-25,JOHNS,96.311,29.3556
2015-09-23,JOHNS,96.0,29.2608
2015-09-23,JOHNS,97.041,29.5781
2015-09-23,JOHNS,97.041,29.5781
2015-10-26,JOHNS,96.33,29.3614
2015-10-26,JOHNS,97.371,29.6787
2015-10-26,JOHNS,97.371,29.6787
2015-11-25,JOHNS,95.95,29.2456
2015-11-25,JOHNS,96.991,29.5629
2015-11-25,JOHNS,96.991,29.5629
2015-12-24,JOHNS,95.6,29.1389
2015-12-24,JOHNS,96.641,29.4562
2015-12-24,JOHNS,96.641,29.4562
2016-01-25,JOHNS,95.4,29.0779
2016-01-25,JOHNS,96.441,29.3952
2016-01-25,JOHNS,96.441,29.3952
2016-02-26,JOHNS,95.91,29.2334
2016-02-26,JOHNS,96.951,29.5507
2016-02-26,JOHNS,96.951,29.5507
2016-03-24,JOHNS,95.33,29.0566
2016-03-24,JOHNS,96.371,29.3739
2016-03-24,JOHNS,96.371,29.3739
2016-04-06,JOHNS,95.45,29.0932
2016-04-06,JOHNS,96.491,29.4105
2016-04-06,JOHNS,96.491,29.4105
2016-05-11,JOHNS,94.77,28.8859
2016-05-11,JOHNS,95.811,29.2032
2016-05-11,JOHNS,95.811,29.2032
2016-06-08,JOHNS,95.03,28.9651
2016-06-08,JOHNS,96.071,29.2824
2016-06-08,JOHNS,96.071,29.2824
2016-07-13,JOHNS,94.78,28.8889
2016-07-13,JOHNS,95.821,29.2062
2016-07-13,JOHNS,95.821,29.2062
2016-08-11,JOHNS,94.98,28.9499
2016-08-11,JOHNS,96.021,29.2672
2016-08-11,JOHNS,96.021,29.2672
2016-09-07,JOHNS,95.95,29.2456
2016-09-07,JOHNS,96.991,29.5629
2016-09-07,JOHNS,96.991,29.5629
2016-10-05,JOHNS,95.95,29.2456
2016-10-05,JOHNS,96.991,29.5629
2016-10-05,JOHNS,96.991,29.5629
2016-10-13,JOHNS,96.42,29.3888
2016-10-13,JOHNS,97.461,29.7061
2016-10-13,JOHNS,97.461,29.7061
2016-11-23,JOHNS,95.31,29.0505
2016-11-23,JOHNS,96.351,29.3678
2016-11-23,JOHNS,96.351,29.3678
2016-12-29,JOHNS,94.86,28.9133
2016-12-29,JOHNS,95.901,29.2306
2016-12-29,JOHNS,95.901,29.2306
2017-02-25,JOHNS,94.34,28.7548
2017-02-25,JOHNS,95.381,29.0721
2017-03-24,JOHNS,93.79,28.5872
2017-03-24,JOHNS,94.831,28.9045
2017-05-23,JOHNS,91.19,27.7947
2017-06-24,JOHNS,93.08,28.3708
2017-08-24,JOHNS,95.68,29.1633
2017-12-05,JOHNS,95.72,29.1755
2018-02-27,JOHNS,94.76,28.8828
2018-03-21,JOHNS,94.51,28.8066
2018-05-15,JOHNS,94.18,28.7061
2018-06-05,JOHNS,94.99,28.953
2018-08-09,JOHNS,97.07,29.5869
2018-09-07,JOHNS,97.33,29.6662
2018-11-06,JOHNS,96.41,29.3858
2018-12-05,JOHNS,95.85,29.2151
2019-02-06,JOHNS,96.2,29.3218
2019-03-11,JOHNS,95.65,29.1541
2019-05-06,JOHNS,95.07,28.9773
2019-06-03,JOHNS,94.71,28.8676
2019-08-20,JOHNS,96.27,29.3431
2019-09-18,JOHNS,96.7,29.4742
2019-11-07,JOHNS,96.55,29.4284
2019-12-02,JOHNS,96.21,29.3248
2020-05-05,JOHNS,94.45,28.7884
2020-06-01,JOHNS,94.03,28.6603
2023-07-07,JOHNS,94.11,28.6847
2023-08-01,JOHNS,93.99,28.6482
2023-09-05,JOHNS,93.96,28.639
2023-10-04,JOHNS,94.01,28.6542
2023-11-02,JOHNS,93.46,28.4866
2023-12-01,JOHNS,93.76,28.578
2024-01-25,JOHNS,94.36,28.7609
2024-02-05,JOHNS,94.22,28.7183
2024-03-04,JOHNS,94.385,28.7685
2024-04-01,JOHNS,93.985,28.6466
2024-05-02,JOHNS,93.405,28.4698
2024-06-03,JOHNS,92.655,28.2412
2025-01-08,JOHNS,95.31,29.0505
2025-02-04,JOHNS,95.2,29.017
2025-03-03,JOHNS,94.91,28.9286
2025-04-01,JOHNS,94.44,28.7853
2025-05-07,JOHNS,93.46,28.4866
2025-06-02,JOHNS,93.94,28.6329
2025-07-01,JOHNS,94.82,28.9011
2025-08-04,JOHNS,95.24,29.0292
2025-09-05,JOHNS,95.76,29.1876
2025-10-06,JOHNS,95.96,29.2486
2025-11-03,JOHNS,96.16,29.3096
2025-12-01,JOHNS,95.74,29.1816
2026-01-06,JOHNS,95.88,29.2242
2026-02-03,JOHNS,95.41,29.081
2026-03-02,JOHNS,95.14,28.9987
2026-04-02,JOHNS,94.73,28.8737
2026-05-01,JOHNS,94.18,28.7061
