elevation_m_navd88,volume_m3,area_m2
29.20650901986127,834030.6754428764,1450814.038547366
29.21958216949923,852997.3844656608,1450814.038547366
29.23265531913719,871964.093488445,1450814.038547366
29.24572846877515,890930.8025112294,1450814.038547366
29.25880161841311,909897.5115340084,1450814.038547366
29.27187476805107,928864.2205567927,1450814.038547366
29.28494791768903,947830.9295795772,1450814.038547366
29.298021067326992,966797.6386023613,1450814.038547366
29.311094216964953,985764.3476251456,1450814.038547366
29.32416736660291,1004731.0566479245,1450814.038547366
29.337240516240872,1023697.765670709,1450814.038547366
29.350313665878833,1042664.4746934932,1450814.038547366
29.363386815516794,1061631.1837162774,1450814.038547366
29.376459965154755,1080597.8927390617,1450814.038547366
29.389533114792712,1099564.6017618407,1450814.038547366
29.402606264430673,1118531.3107846254,1450814.038547366
29.415679414068634,1137498.0198074093,1450814.038547366
29.428752563706595,1156464.7288301936,1450814.038547366
29.441825713344556,1175431.4378529778,1450814.038547366
29.454898862982514,1194398.146875757,1450814.038547366
29.467972012620475,1213364.8558985412,1450814.038547366
29.481045162258436,1232331.5649213255,1450814.038547366
29.494118311896397,1251298.27394411,1450814.038547366
29.507191461534358,1270264.982966894,1450814.038547366
29.520264611172315,1289231.6919896733,1450814.038547366
29.533337760810277,1308198.4010124574,1450814.038547366
29.546410910448238,1327165.1100352418,1450814.038547366
29.5594840600862,1346131.819058026,1450814.038547366
29.57255720972416,1365098.5280808103,1450814.038547366
29.585630359362117,1384065.237103589,1450814.038547366
29.598703509000078,1403031.946126374,1450814.038547366
29.61177665863804,1421998.6551491579,1450814.038547366
29.624849808276,1440965.3641719422,1450814.038547366
29.637922957913958,1459932.0731947212,1450814.038547366
29.65099610755192,1478898.7822175056,1450814.038547366
29.66406925718988,1497865.4912402898,1450814.038547366
29.67714240682784,1516832.200263074,1450814.038547366
29.6902155564658,1535798.9092858585,1450814.038547366
29.703288706103763,1554765.6183086426,1450814.038547366
29.71636185574172,1573732.327331422,1450814.038547366
29.72943500537968,1592699.036354206,1450814.038547366
29.742508155017642,1611665.7453769902,1450814.038547366
29.755581304655603,1630632.4543997745,1450814.038547366
29.76865445429356,1649599.1634225538,1450814.038547366
29.78172760393152,1668565.8724453377,1450814.038547366
29.794800753569483,1687532.5814681223,1450814.038547366
29.807873903207444,1706499.2904909065,1450814.038547366
29.820947052845405,1725465.9995136908,1450814.038547366
29.834020202483366,1744432.7085364747,1450814.038547366
29.847093352121323,1763399.417559254,1450814.038547366
29.860166501759284,1782366.1265820386,1450814.038547366
29.873239651397245,1801332.8356048225,1450814.038547366
29.886312801035206,1820299.544627607,1450814.038547366
29.899385950673164,1839266.2536503861,1450814.038547366
29.912459100311125,1858232.9626731698,1450814.038547366
29.925532249949086,1877199.6716959542,1450814.038547366
29.938605399587047,1896166.3807187392,1450814.038547366
29.951678549225008,1915133.0897415234,1450814.038547366
29.96475169886297,1934099.7987643073,1450814.038547366
29.977824848500926,1953066.5077870863,1450814.038547366
29.990897998138887,1972033.216809871,1450814.038547366
30.00397114777685,1990999.9258326553,1450814.038547366
30.01704429741481,2009966.6348554392,1450814.038547366
30.030117447052767,2028933.3438782182,1450814.038547366
30.043190596690728,2047900.0529010028,1450814.038547366
