time_min,cumulative_depth_mm,incremental_depth_mm
0.0,0.0,0.0
30.0,1.0752666666666664,1.0752666666666664
60.0,2.1505333333333327,1.0752666666666664
90.0,3.225799999999999,1.0752666666666664
120.0,4.3010666666666655,1.0752666666666664
150.0,5.48386,1.1827933333333345
180.0,7.096759999999998,1.612899999999998
210.0,8.70966,1.6129000000000016
240.0,10.322559999999998,1.612899999999998
270.0,11.935459999999999,1.6129000000000016
300.0,13.978466666666666,2.043006666666667
330.0,16.66663333333333,2.688166666666664
360.0,19.3548,2.688166666666671
390.0,22.042966666666665,2.688166666666664
420.0,24.731133333333336,2.688166666666671
450.0,28.22575,3.4946166666666656
480.0,32.25799999999999,4.032249999999987
510.0,36.29024999999999,4.032250000000005
540.0,40.322499999999984,4.032249999999991
570.0,44.35474999999998,4.032249999999998
600.0,51.182693333333326,6.827943333333344
630.0,58.70955999999999,7.526866666666663
660.0,66.23642666666665,7.526866666666656
690.0,73.76329333333332,7.5268666666666775
720.0,81.29015999999999,7.526866666666663
750.0,85.32241,4.032250000000019
780.0,89.35465999999998,4.032249999999976
810.0,93.38690999999999,4.032250000000005
840.0,97.41916,4.032250000000019
870.0,101.12883,3.7096699999999885
900.0,103.54817999999999,2.4193499999999943
930.0,105.96753,2.4193500000000085
960.0,108.38687999999998,2.41934999999998
990.0,110.80622999999999,2.4193500000000085
1020.0,112.90299999999999,2.0967700000000065
1050.0,114.51589999999997,1.612899999999982
1080.0,116.12879999999998,1.6129000000000104
1110.0,117.7417,1.6129000000000104
1140.0,119.35459999999999,1.6128999999999962
1170.0,120.64491999999998,1.2903199999999941
1200.0,121.72018666666665,1.0752666666666642
1230.0,122.79545333333331,1.0752666666666642
1260.0,123.87071999999998,1.0752666666666642
1290.0,124.94598666666664,1.0752666666666642
1320.0,125.80619999999998,0.8602133333333342
1350.0,126.61264999999997,0.8064499999999981
1380.0,127.41909999999999,0.8064500000000123
1410.0,128.22555,0.8064500000000123
1440.0,129.03199999999998,0.8064499999999839
