time_min,cumulative_depth_mm,incremental_depth_mm
0,0.0,0.0
5,2.4045333333333327,2.4045333333333327
10,5.770879999999999,3.3663466666666664
15,10.820400000000001,5.049520000000002
20,18.033999999999995,7.213599999999994
25,28.613946666666664,10.579946666666668
30,45.445679999999996,16.831733333333332
35,54.462680000000006,9.01700000000001
40,60.59423999999999,6.131559999999986
45,64.9224,4.328160000000004
50,68.04829333333333,3.1258933333333374
55,70.3326,2.284306666666666
60,72.136,1.8033999999999963
