time_min,cumulative_depth_mm,incremental_depth_mm
0.0,0.0,0.0
60.0,0.0,0.0
120.0,0.0,0.0
180.0,0.0,0.0
240.0,0.0,0.0
300.0,0.0,0.0
360.0,0.0,0.0
420.0,0.0,0.0
480.0,0.0,0.0
540.0,0.0,0.0
600.0,0.0,0.0
660.0,0.0,0.0
720.0,143.51,143.51
780.0,201.93,58.42
840.0,207.26,5.33
900.0,208.03,0.76
960.0,208.03,0.0
1020.0,208.03,0.0
1080.0,208.03,0.0
1140.0,208.03,0.0
1200.0,208.03,0.0
1260.0,208.03,0.0
1320.0,208.03,0.0
1380.0,208.03,0.0
1440.0,208.03,0.0
