time_min,cumulative_depth_mm,incremental_depth_mm
0.0,0.0,0.0
30.0,0.7852833333333331,0.7852833333333331
60.0,1.5705666666666662,0.7852833333333331
90.0,2.3558499999999998,0.7852833333333336
120.0,3.1411333333333324,0.7852833333333327
150.0,4.004945,0.8638116666666678
180.0,5.182869999999999,1.1779249999999992
210.0,6.360795,1.177925000000001
240.0,7.538719999999999,1.1779249999999983
270.0,8.716645,1.177925000000001
300.0,10.208683333333333,1.4920383333333334
330.0,12.171891666666665,1.9632083333333323
360.0,14.135100000000001,1.9632083333333359
390.0,16.098308333333332,1.9632083333333306
420.0,18.06151666666667,1.9632083333333377
450.0,20.6136875,2.5521708333333315
480.0,23.558499999999995,2.944812499999994
510.0,26.5033125,2.9448125000000047
540.0,29.448124999999994,2.944812499999994
570.0,32.39293749999999,2.944812499999994
600.0,37.379486666666665,4.986549166666677
630.0,42.87646999999999,5.496983333333326
660.0,48.373453333333316,5.496983333333326
690.0,53.87043666666666,5.496983333333347
720.0,59.367419999999996,5.496983333333333
750.0,62.31223250000001,2.944812500000012
780.0,65.25704499999999,2.9448124999999834
810.0,68.2018575,2.944812500000012
840.0,71.14667,2.9448124999999976
870.0,73.8558975,2.7092274999999972
900.0,75.622785,1.7668874999999957
930.0,77.3896725,1.76688750000001
960.0,79.15656,1.7668874999999957
990.0,80.9234475,1.7668874999999957
1020.0,82.45474999999999,1.5313024999999953
1050.0,83.63267499999999,1.1779250000000019
1080.0,84.8106,1.1779250000000019
1110.0,85.98852500000001,1.177925000000016
1140.0,87.16645,1.1779249999999877
1170.0,88.10879,0.9423400000000015
1200.0,88.89407333333332,0.7852833333333251
1230.0,89.67935666666666,0.7852833333333393
1260.0,90.46463999999999,0.7852833333333251
1290.0,91.24992333333333,0.7852833333333393
1320.0,91.87814999999999,0.6282266666666629
1350.0,92.46711249999998,0.5889624999999938
1380.0,93.05607499999999,0.588962500000008
1410.0,93.6450375,0.588962500000008
1440.0,94.234,0.5889624999999938
