time_min,cumulative_depth_mm,incremental_depth_mm
0,0.0,0.0
30,2.180166666666666,2.180166666666666
60,4.360333333333332,2.180166666666666
90,7.19455,2.8342166666666673
120,10.464799999999999,3.270249999999999
150,14.171083333333334,3.706283333333335
180,19.621500000000005,5.450416666666671
210,25.071916666666674,5.450416666666669
240,32.70249999999999,7.63058333333332
270,40.87812499999999,8.175624999999997
300,51.88796666666667,11.00984166666668
330,67.14913333333331,15.26116666666664
360,82.4103,15.261166666666696
390,90.585925,8.175624999999997
420,98.76155000000001,8.17562500000001
450,104.975025,6.213474999999988
480,109.8804,4.905374999999992
510,114.45875000000001,4.578350000000015
540,117.729,3.27024999999999
570,120.99925,3.2702500000000043
600,123.39743333333334,2.3981833333333356
630,125.5776,2.180166666666665
660,127.53975,1.962149999999994
690,129.17487500000001,1.6351250000000164
720,130.81,1.635124999999988
