time_min,cumulative_depth_mm,incremental_depth_mm
0,0.0,0.0
30,3.999999999999999,3.999999999999999
60,7.999999999999998,3.999999999999999
90,13.2,5.200000000000001
120,19.199999999999996,5.9999999999999964
150,26.0,6.800000000000004
180,36.0,10.0
210,46.00000000000001,10.000000000000007
240,59.99999999999999,13.999999999999986
270,74.99999999999999,14.999999999999993
300,95.2,20.200000000000017
330,123.19999999999996,27.999999999999957
360,151.2,28.00000000000003
390,166.2,15.0
420,181.20000000000002,15.000000000000028
450,192.6,11.399999999999977
480,201.6,9.0
510,210.0,8.400000000000006
540,216.0,6.0
570,222.0,6.0
600,226.4,4.400000000000006
630,230.39999999999998,3.9999999999999716
660,234.0,3.6000000000000227
690,237.0,3.0
720,240.0,3.0
