time_min,cumulative_depth_mm,incremental_depth_mm
0.0,0.0,0.0
30.0,3.0056666666666656,3.0056666666666656
60.0,6.011333333333331,3.0056666666666656
90.0,9.016999999999998,3.0056666666666665
120.0,12.022666666666662,3.0056666666666647
150.0,15.328899999999999,3.3062333333333367
180.0,19.837399999999995,4.508499999999996
210.0,24.345899999999997,4.5085000000000015
240.0,28.85439999999999,4.508499999999994
270.0,33.362899999999996,4.508500000000005
300.0,39.07366666666666,5.7107666666666645
330.0,46.58783333333332,7.514166666666661
360.0,54.102000000000004,7.514166666666682
390.0,61.61616666666666,7.514166666666654
420.0,69.13033333333334,7.514166666666682
450.0,78.89874999999999,9.768416666666653
480.0,90.16999999999997,11.27124999999998
510.0,101.44124999999998,11.271250000000009
540.0,112.71249999999996,11.27124999999998
570.0,123.98374999999994,11.27124999999998
600.0,143.06973333333332,19.085983333333374
630.0,164.10939999999997,21.039666666666648
660.0,185.14906666666658,21.03966666666662
690.0,206.1887333333333,21.039666666666704
720.0,227.22839999999997,21.039666666666676
750.0,238.49965,11.271250000000038
780.0,249.77089999999995,11.271249999999952
810.0,261.04215,11.271250000000038
840.0,272.3134,11.271250000000009
870.0,282.68295,10.369550000000004
900.0,289.44569999999993,6.762749999999926
930.0,296.20844999999997,6.76275000000004
960.0,302.97119999999995,6.762749999999983
990.0,309.73394999999994,6.762749999999983
1020.0,315.59499999999997,5.861050000000034
1050.0,320.10349999999994,4.5084999999999695
1080.0,324.61199999999997,4.508500000000026
1110.0,329.1205,4.508500000000026
1140.0,333.62899999999996,4.5084999999999695
1170.0,337.2358,3.606800000000021
1200.0,340.2414666666666,3.0056666666666274
1230.0,343.2471333333333,3.0056666666666843
1260.0,346.2527999999999,3.0056666666666274
1290.0,349.2584666666666,3.0056666666666843
1320.0,351.66299999999995,2.4045333333333474
1350.0,353.9172499999999,2.2542499999999563
1380.0,356.1715,2.25425000000007
1410.0,358.42574999999994,2.2542499999999563
1440.0,360.67999999999995,2.254250000000013
