time_min,cumulative_depth_mm,incremental_depth_mm
0.0,0.0,0.0
1440.0,0.0,0.0
2880.0,0.0,0.0
4320.0,0.0,0.0
5760.0,0.0,0.0
7200.0,0.0,0.0
8640.0,1.3,1.3
10080.0,1.3,0.0
