sorting_id,contact,site_name,country,state_region,latitude,longitude,sampling_date,protocol,lfmc_value,species_collected,species_functional_type,landcover,elevation,random_split,spatial_split
96662,Jolly,Cooper Creek,USA,Montana,46.72,-114.3583333,2022-07-06,23,163.0,Alnus rubra,Tree,Tree cover,1647,train,validation
96663,Jolly,Cooper Creek,USA,Montana,46.72,-114.3583333,2022-07-06,23,79.0,Pseudotsuga menziesii,Tree,Tree cover,1647,train,validation
96664,Jolly,Cooper Creek,USA,Montana,46.72,-114.3583333,2022-07-06,23,180.0,Vaccinium membranaceum,Shrub,Tree cover,1647,train,validation
96665,Jolly,Cooper Creek,USA,Montana,46.72,-114.3583333,2022-07-14,23,171.0,Alnus rubra,Tree,Tree cover,1647,train,validation
96666,Jolly,Cooper Creek,USA,Montana,46.72,-114.3583333,2022-07-14,23,89.0,Pseudotsuga menziesii,Tree,Tree cover,1647,train,validation
96667,Jolly,Cooper Creek,USA,Montana,46.72,-114.3583333,2022-07-14,23,189.0,Vaccinium membranaceum,Shrub,Tree cover,1647,train,validation
96668,Jolly,Cooper Creek,USA,Montana,46.72,-114.3583333,2022-07-21,23,165.0,Alnus rubra,Tree,Tree cover,1647,train,validation
96669,Jolly,Cooper Creek,USA,Montana,46.72,-114.3583333,2022-07-21,23,138.0,Pseudotsuga menziesii,Tree,Tree cover,1647,test,validation
96670,Jolly,Cooper Creek,USA,Montana,46.72,-114.3583333,2022-07-21,23,206.0,Vaccinium membranaceum,Shrub,Tree cover,1647,train,validation
96671,Jolly,Cooper Creek,USA,Montana,46.72,-114.3583333,2022-07-26,23,148.0,Alnus rubra,Tree,Tree cover,1647,train,validation
96672,Jolly,Cooper Creek,USA,Montana,46.72,-114.3583333,2022-07-26,23,113.0,Pseudotsuga menziesii,Tree,Tree cover,1647,train,validation
96673,Jolly,Cooper Creek,USA,Montana,46.72,-114.3583333,2022-07-26,23,171.0,Vaccinium membranaceum,Shrub,Tree cover,1647,train,validation
96674,Jolly,Cooper Creek,USA,Montana,46.72,-114.3583333,2022-08-03,23,164.0,Alnus rubra,Tree,Tree cover,1647,train,validation
96675,Jolly,Cooper Creek,USA,Montana,46.72,-114.3583333,2022-08-03,23,83.0,Pseudotsuga menziesii,Tree,Tree cover,1647,train,validation
96676,Jolly,Cooper Creek,USA,Montana,46.72,-114.3583333,2022-08-03,23,161.0,Vaccinium membranaceum,Shrub,Tree cover,1647,train,validation
96677,Jolly,Cooper Creek,USA,Montana,46.72,-114.3583333,2022-08-18,23,151.0,Alnus rubra,Tree,Tree cover,1647,train,validation
96678,Jolly,Cooper Creek,USA,Montana,46.72,-114.3583333,2022-08-18,23,116.0,Pseudotsuga menziesii,Tree,Tree cover,1647,validation,validation
96679,Jolly,Cooper Creek,USA,Montana,46.72,-114.3583333,2022-08-18,23,135.0,Vaccinium membranaceum,Shrub,Tree cover,1647,validation,validation
96680,Jolly,Cooper Creek,USA,Montana,46.72,-114.3583333,2022-08-31,23,124.0,Alnus rubra,Tree,Tree cover,1647,train,validation
96681,Jolly,Cooper Creek,USA,Montana,46.72,-114.3583333,2022-08-31,23,108.0,Pseudotsuga menziesii,Tree,Tree cover,1647,train,validation
96682,Jolly,Cooper Creek,USA,Montana,46.72,-114.3583333,2022-08-31,23,236.0,Vaccinium membranaceum,Shrub,Tree cover,1647,test,validation
96683,Jolly,Cooper Creek 2,USA,Montana,46.72777778,-114.3561111,2018-08-17,23,134.0,Alnus rubra,Tree,Tree cover,1580,train,train
96684,Jolly,Cooper Creek 2,USA,Montana,46.72777778,-114.3561111,2018-08-17,23,131.0,Pseudotsuga menziesii,Tree,Tree cover,1580,validation,train
96685,Jolly,Cooper Creek 2,USA,Montana,46.72777778,-114.3561111,2018-08-17,23,151.0,Vaccinium membranaceum,Shrub,Tree cover,1580,train,train
96686,Jolly,Cooper Creek 2,USA,Montana,46.72777778,-114.3561111,2018-09-14,23,122.0,Alnus rubra,Tree,Tree cover,1580,train,train
96687,Jolly,Cooper Creek 2,USA,Montana,46.72777778,-114.3561111,2018-09-14,23,107.0,Pseudotsuga menziesii,Tree,Tree cover,1580,validation,train
96688,Jolly,Cooper Creek 2,USA,Montana,46.72777778,-114.3561111,2018-09-14,23,136.0,Vaccinium membranaceum,Shrub,Tree cover,1580,train,train
96689,Jolly,Cooper Creek 2,USA,Montana,46.72777778,-114.3561111,2020-07-14,23,117.0,Alnus rubra,Tree,Tree cover,1580,train,train
96690,Jolly,Cooper Creek 2,USA,Montana,46.72777778,-114.3561111,2020-07-14,23,106.0,Pseudotsuga menziesii,Tree,Tree cover,1580,train,train
96691,Jolly,Cooper Creek 2,USA,Montana,46.72777778,-114.3561111,2020-07-14,23,145.0,Vaccinium membranaceum,Shrub,Tree cover,1580,train,train
96692,Jolly,Cooper Creek 2,USA,Montana,46.72777778,-114.3561111,2020-07-23,23,137.0,Alnus rubra,Tree,Tree cover,1580,train,train
96693,Jolly,Cooper Creek 2,USA,Montana,46.72777778,-114.3561111,2020-07-23,23,92.0,Pseudotsuga menziesii,Tree,Tree cover,1580,train,train
96694,Jolly,Cooper Creek 2,USA,Montana,46.72777778,-114.3561111,2020-07-23,23,163.0,Vaccinium membranaceum,Shrub,Tree cover,1580,train,train
96695,Jolly,Cooper Creek 2,USA,Montana,46.72777778,-114.3561111,2020-08-02,23,144.0,Alnus rubra,Tree,Tree cover,1580,train,train
96696,Jolly,Cooper Creek 2,USA,Montana,46.72777778,-114.3561111,2020-08-02,23,108.0,Pseudotsuga menziesii,Tree,Tree cover,1580,train,train
96697,Jolly,Cooper Creek 2,USA,Montana,46.72777778,-114.3561111,2020-08-02,23,173.0,Vaccinium membranaceum,Shrub,Tree cover,1580,train,train
96698,Jolly,Cooper Creek 2,USA,Montana,46.72777778,-114.3561111,2020-08-04,23,141.0,Alnus rubra,Tree,Tree cover,1580,test,train
96699,Jolly,Cooper Creek 2,USA,Montana,46.72777778,-114.3561111,2020-08-04,23,112.0,Pseudotsuga menziesii,Tree,Tree cover,1580,validation,train
96700,Jolly,Cooper Creek 2,USA,Montana,46.72777778,-114.3561111,2020-08-04,23,158.0,Vaccinium membranaceum,Shrub,Tree cover,1580,train,train
96701,Jolly,Cooper Creek 2,USA,Montana,46.72777778,-114.3561111,2020-08-11,23,124.0,Alnus rubra,Tree,Tree cover,1580,train,train
96702,Jolly,Cooper Creek 2,USA,Montana,46.72777778,-114.3561111,2020-08-11,23,106.0,Pseudotsuga menziesii,Tree,Tree cover,1580,train,train
96703,Jolly,Cooper Creek 2,USA,Montana,46.72777778,-114.3561111,2020-08-11,23,116.0,Vaccinium membranaceum,Shrub,Tree cover,1580,train,train
96704,Jolly,Cooper Creek 2,USA,Montana,46.72777778,-114.3561111,2020-08-18,23,146.0,Alnus rubra,Tree,Tree cover,1580,train,train
96705,Jolly,Cooper Creek 2,USA,Montana,46.72777778,-114.3561111,2020-08-18,23,111.0,Pseudotsuga menziesii,Tree,Tree cover,1580,train,train
96706,Jolly,Cooper Creek 2,USA,Montana,46.72777778,-114.3561111,2020-08-18,23,143.0,Vaccinium membranaceum,Shrub,Tree cover,1580,validation,train
96707,Jolly,Cooper Creek 2,USA,Montana,46.72777778,-114.3561111,2020-08-28,23,129.0,Alnus rubra,Tree,Tree cover,1580,train,train
96708,Jolly,Cooper Creek 2,USA,Montana,46.72777778,-114.3561111,2020-08-28,23,137.0,Pseudotsuga menziesii,Tree,Tree cover,1580,test,train
96709,Jolly,Cooper Creek 2,USA,Montana,46.72777778,-114.3561111,2020-08-28,23,130.0,Vaccinium membranaceum,Shrub,Tree cover,1580,train,train
96710,Jolly,Cooper Creek 2,USA,Montana,46.72777778,-114.3561111,2020-09-03,23,117.0,Alnus rubra,Tree,Tree cover,1580,train,train
96711,Jolly,Cooper Creek 2,USA,Montana,46.72777778,-114.3561111,2020-09-03,23,129.0,Pseudotsuga menziesii,Tree,Tree cover,1580,train,train
96712,Jolly,Cooper Creek 2,USA,Montana,46.72777778,-114.3561111,2020-09-03,23,115.0,Vaccinium membranaceum,Shrub,Tree cover,1580,train,train
96713,Jolly,Cooper Creek 2,USA,Montana,46.72777778,-114.3561111,2020-09-10,23,122.0,Alnus rubra,Tree,Tree cover,1580,validation,train
96714,Jolly,Cooper Creek 2,USA,Montana,46.72777778,-114.3561111,2020-09-10,23,125.0,Pseudotsuga menziesii,Tree,Tree cover,1580,test,train
96715,Jolly,Cooper Creek 2,USA,Montana,46.72777778,-114.3561111,2020-09-10,23,107.0,Vaccinium membranaceum,Shrub,Tree cover,1580,train,train
96716,Jolly,Cooper Creek 2,USA,Montana,46.72777778,-114.3561111,2021-06-16,23,137.0,Alnus rubra,Tree,Tree cover,1580,train,train
96717,Jolly,Cooper Creek 2,USA,Montana,46.72777778,-114.3561111,2021-06-16,23,86.0,Pseudotsuga menziesii,Tree,Tree cover,1580,train,train
96718,Jolly,Cooper Creek 2,USA,Montana,46.72777778,-114.3561111,2021-06-16,23,225.0,Vaccinium membranaceum,Shrub,Tree cover,1580,validation,train
96719,Jolly,Cooper Creek 2,USA,Montana,46.72777778,-114.3561111,2021-07-06,23,130.0,Alnus rubra,Tree,Tree cover,1580,train,train
96720,Jolly,Cooper Creek 2,USA,Montana,46.72777778,-114.3561111,2021-07-06,23,104.0,Pseudotsuga menziesii,Tree,Tree cover,1580,train,train
96721,Jolly,Cooper Creek 2,USA,Montana,46.72777778,-114.3561111,2021-07-06,23,183.0,Vaccinium membranaceum,Shrub,Tree cover,1580,test,train
96722,Jolly,Cooper Creek 2,USA,Montana,46.72777778,-114.3561111,2021-07-18,23,131.0,Alnus rubra,Tree,Tree cover,1580,train,train
96723,Jolly,Cooper Creek 2,USA,Montana,46.72777778,-114.3561111,2021-07-18,23,108.0,Pseudotsuga menziesii,Tree,Tree cover,1580,train,train
96724,Jolly,Cooper Creek 2,USA,Montana,46.72777778,-114.3561111,2021-07-18,23,103.0,Vaccinium membranaceum,Shrub,Tree cover,1580,train,train
96725,Jolly,Cooper Creek 2,USA,Montana,46.72777778,-114.3561111,2021-08-03,23,125.0,Alnus rubra,Tree,Tree cover,1580,train,train
96726,Jolly,Cooper Creek 2,USA,Montana,46.72777778,-114.3561111,2021-08-03,23,119.0,Pseudotsuga menziesii,Tree,Tree cover,1580,train,train
96727,Jolly,Cooper Creek 2,USA,Montana,46.72777778,-114.3561111,2021-08-03,23,128.0,Vaccinium membranaceum,Shrub,Tree cover,1580,test,train
96728,Jolly,Cooper Creek 2,USA,Montana,46.72777778,-114.3561111,2022-06-29,23,157.0,Alnus rubra,Tree,Tree cover,1580,validation,train
96729,Jolly,Cooper Creek 2,USA,Montana,46.72777778,-114.3561111,2022-06-29,23,78.0,Pseudotsuga menziesii,Tree,Tree cover,1580,validation,train
96730,Jolly,Cooper Creek 2,USA,Montana,46.72777778,-114.3561111,2022-06-29,23,230.0,Vaccinium membranaceum,Shrub,Tree cover,1580,train,train
96731,Jolly,Cooper Creek 2,USA,Montana,46.72777778,-114.3561111,2022-07-06,23,150.0,Alnus rubra,Tree,Tree cover,1580,test,train
96732,Jolly,Cooper Creek 2,USA,Montana,46.72777778,-114.3561111,2022-07-06,23,75.0,Pseudotsuga menziesii,Tree,Tree cover,1580,train,train
96733,Jolly,Cooper Creek 2,USA,Montana,46.72777778,-114.3561111,2022-07-06,23,159.0,Vaccinium membranaceum,Shrub,Tree cover,1580,train,train
96734,Jolly,Cooper Creek 2,USA,Montana,46.72777778,-114.3561111,2022-07-14,23,133.0,Alnus rubra,Tree,Tree cover,1580,validation,train
96735,Jolly,Cooper Creek 2,USA,Montana,46.72777778,-114.3561111,2022-07-14,23,91.0,Pseudotsuga menziesii,Tree,Tree cover,1580,train,train
96736,Jolly,Cooper Creek 2,USA,Montana,46.72777778,-114.3561111,2022-07-14,23,156.0,Vaccinium membranaceum,Shrub,Tree cover,1580,train,train
96737,Jolly,Cooper Creek 2,USA,Montana,46.72777778,-114.3561111,2022-07-21,23,159.0,Alnus rubra,Tree,Tree cover,1580,train,train
96738,Jolly,Cooper Creek 2,USA,Montana,46.72777778,-114.3561111,2022-07-21,23,96.0,Pseudotsuga menziesii,Tree,Tree cover,1580,validation,train
96739,Jolly,Cooper Creek 2,USA,Montana,46.72777778,-114.3561111,2022-07-21,23,144.0,Vaccinium membranaceum,Shrub,Tree cover,1580,train,train
96740,Jolly,Cooper Creek 2,USA,Montana,46.72777778,-114.3561111,2022-07-26,23,172.0,Alnus rubra,Tree,Tree cover,1580,validation,train
96741,Jolly,Cooper Creek 2,USA,Montana,46.72777778,-114.3561111,2022-07-26,23,123.0,Pseudotsuga menziesii,Tree,Tree cover,1580,train,train
96742,Jolly,Cooper Creek 2,USA,Montana,46.72777778,-114.3561111,2022-07-26,23,140.0,Vaccinium membranaceum,Shrub,Tree cover,1580,test,train
96743,Jolly,Cooper Creek 2,USA,Montana,46.72777778,-114.3561111,2022-08-03,23,124.0,Alnus rubra,Tree,Tree cover,1580,train,train
96744,Jolly,Cooper Creek 2,USA,Montana,46.72777778,-114.3561111,2022-08-03,23,90.0,Pseudotsuga menziesii,Tree,Tree cover,1580,train,train
96745,Jolly,Cooper Creek 2,USA,Montana,46.72777778,-114.3561111,2022-08-03,23,175.0,Vaccinium membranaceum,Shrub,Tree cover,1580,validation,train
96746,Jolly,Cooper Creek 2,USA,Montana,46.72777778,-114.3561111,2022-08-18,23,124.0,Alnus rubra,Tree,Tree cover,1580,train,train
96747,Jolly,Cooper Creek 2,USA,Montana,46.72777778,-114.3561111,2022-08-18,23,119.0,Pseudotsuga menziesii,Tree,Tree cover,1580,train,train
96748,Jolly,Cooper Creek 2,USA,Montana,46.72777778,-114.3561111,2022-08-18,23,112.0,Vaccinium membranaceum,Shrub,Tree cover,1580,validation,train
96749,Jolly,Cooper Creek 2,USA,Montana,46.72777778,-114.3561111,2022-08-31,23,145.0,Alnus rubra,Tree,Tree cover,1580,validation,train
96750,Jolly,Cooper Creek 2,USA,Montana,46.72777778,-114.3561111,2022-08-31,23,124.0,Pseudotsuga menziesii,Tree,Tree cover,1580,train,train
96751,Jolly,Cooper Creek 2,USA,Montana,46.72777778,-114.3561111,2022-08-31,23,72.0,Vaccinium membranaceum,Shrub,Tree cover,1580,test,train
96752,Jolly,COPL_Hidalgo_TX,USA,Texas,26.18694444,-98.38166667,2017-06-15,23,148.0,Condalia hookeri,Tree,Tree cover,38,train,test
96753,Jolly,COPL_Hidalgo_TX,USA,Texas,26.18694444,-98.38166667,2017-06-15,23,125.0,Prosopis glandulosa,Tree,Tree cover,38,validation,test
96754,Jolly,COPL_Hidalgo_TX,USA,Texas,26.18694444,-98.38166667,2017-06-15,23,75.0,Zanthoxylum fagara (L.) Sarg.,Tree,Tree cover,38,train,test
96755,Jolly,COPL_Hidalgo_TX,USA,Texas,26.18694444,-98.38166667,2017-08-17,23,122.0,Condalia hookeri,Tree,Tree cover,38,train,test
96756,Jolly,COPL_Hidalgo_TX,USA,Texas,26.18694444,-98.38166667,2017-08-17,23,380.0,Pennisetum ciliare,Grass,Tree cover,38,validation,test
96757,Jolly,COPL_Hidalgo_TX,USA,Texas,26.18694444,-98.38166667,2017-08-17,23,129.0,Prosopis glandulosa,Tree,Tree cover,38,validation,test
96758,Jolly,COPL_Hidalgo_TX,USA,Texas,26.18694444,-98.38166667,2017-08-17,23,82.0,Zanthoxylum fagara (L.) Sarg.,Tree,Tree cover,38,validation,test
96759,Jolly,COPL_Hidalgo_TX,USA,Texas,26.18694444,-98.38166667,2017-12-14,23,149.0,Condalia hookeri,Tree,Tree cover,38,train,test
96760,Jolly,COPL_Hidalgo_TX,USA,Texas,26.18694444,-98.38166667,2017-12-14,23,134.0,Prosopis glandulosa,Tree,Tree cover,38,test,test
96761,Jolly,COPL_Hidalgo_TX,USA,Texas,26.18694444,-98.38166667,2017-12-14,23,231.0,Urochloa maxima,Grass,Tree cover,38,test,test
96762,Jolly,COPL_Hidalgo_TX,USA,Texas,26.18694444,-98.38166667,2017-12-14,23,133.0,Zanthoxylum fagara (L.) Sarg.,Tree,Tree cover,38,validation,test
96763,Jolly,COPL_Hidalgo_TX,USA,Texas,26.18694444,-98.38166667,2018-06-15,23,238.0,Condalia hookeri,Tree,Tree cover,38,train,test
96764,Jolly,COPL_Hidalgo_TX,USA,Texas,26.18694444,-98.38166667,2018-06-15,23,109.0,Pennisetum ciliare,Grass,Tree cover,38,validation,test
96765,Jolly,COPL_Hidalgo_TX,USA,Texas,26.18694444,-98.38166667,2018-06-15,23,148.0,Prosopis glandulosa,Tree,Tree cover,38,train,test
96766,Jolly,COPL_Hidalgo_TX,USA,Texas,26.18694444,-98.38166667,2018-06-15,23,154.0,Zanthoxylum fagara (L.) Sarg.,Tree,Tree cover,38,validation,test
96767,Jolly,COPL_Hidalgo_TX,USA,Texas,26.18694444,-98.38166667,2018-08-15,23,83.0,Condalia hookeri,Tree,Tree cover,38,validation,test
96768,Jolly,COPL_Hidalgo_TX,USA,Texas,26.18694444,-98.38166667,2018-08-15,23,124.0,Pennisetum ciliare,Grass,Tree cover,38,test,test
96769,Jolly,COPL_Hidalgo_TX,USA,Texas,26.18694444,-98.38166667,2018-08-15,23,119.0,Prosopis glandulosa,Tree,Tree cover,38,train,test
96770,Jolly,COPL_Hidalgo_TX,USA,Texas,26.18694444,-98.38166667,2018-08-15,23,169.0,Zanthoxylum fagara (L.) Sarg.,Tree,Tree cover,38,validation,test
96771,Jolly,COPL_Hidalgo_TX,USA,Texas,26.18694444,-98.38166667,2018-09-15,23,184.0,Condalia hookeri,Tree,Tree cover,38,train,test
96772,Jolly,COPL_Hidalgo_TX,USA,Texas,26.18694444,-98.38166667,2018-09-15,23,321.0,Pennisetum ciliare,Grass,Tree cover,38,train,test
96773,Jolly,COPL_Hidalgo_TX,USA,Texas,26.18694444,-98.38166667,2018-09-15,23,136.0,Prosopis glandulosa,Tree,Tree cover,38,train,test
96774,Jolly,COPL_Hidalgo_TX,USA,Texas,26.18694444,-98.38166667,2018-09-15,23,136.0,Zanthoxylum fagara (L.) Sarg.,Tree,Tree cover,38,train,test
96775,Jolly,COPL_Hidalgo_TX,USA,Texas,26.18694444,-98.38166667,2019-01-15,23,156.0,Condalia hookeri,Tree,Tree cover,38,train,test
96776,Jolly,COPL_Hidalgo_TX,USA,Texas,26.18694444,-98.38166667,2019-01-15,23,128.0,Prosopis glandulosa,Tree,Tree cover,38,test,test
96777,Jolly,COPL_Hidalgo_TX,USA,Texas,26.18694444,-98.38166667,2019-01-15,23,235.0,Urochloa maxima,Grass,Tree cover,38,train,test
96778,Jolly,COPL_Hidalgo_TX,USA,Texas,26.18694444,-98.38166667,2019-01-15,23,116.0,Zanthoxylum fagara (L.) Sarg.,Tree,Tree cover,38,train,test
96779,Jolly,COPL_Hidalgo_TX,USA,Texas,26.18694444,-98.38166667,2019-06-15,23,152.0,Condalia hookeri,Tree,Tree cover,38,train,test
96780,Jolly,COPL_Hidalgo_TX,USA,Texas,26.18694444,-98.38166667,2019-06-15,23,124.0,Prosopis glandulosa,Tree,Tree cover,38,train,test
96781,Jolly,COPL_Hidalgo_TX,USA,Texas,26.18694444,-98.38166667,2019-06-15,23,109.0,Urochloa maxima,Grass,Tree cover,38,train,test
96782,Jolly,COPL_Hidalgo_TX,USA,Texas,26.18694444,-98.38166667,2019-06-15,23,81.0,Zanthoxylum fagara (L.) Sarg.,Tree,Tree cover,38,train,test
96783,Jolly,COPL_Hidalgo_TX,USA,Texas,26.18694444,-98.38166667,2019-08-15,23,136.0,Condalia hookeri,Tree,Tree cover,38,validation,test
96784,Jolly,COPL_Hidalgo_TX,USA,Texas,26.18694444,-98.38166667,2019-08-15,23,43.0,Pennisetum ciliare,Grass,Tree cover,38,test,test
96785,Jolly,COPL_Hidalgo_TX,USA,Texas,26.18694444,-98.38166667,2019-08-15,23,122.0,Prosopis glandulosa,Tree,Tree cover,38,test,test
96786,Jolly,COPL_Hidalgo_TX,USA,Texas,26.18694444,-98.38166667,2019-08-15,23,68.0,Zanthoxylum fagara (L.) Sarg.,Tree,Tree cover,38,train,test
96787,Jolly,COPL_Hidalgo_TX,USA,Texas,26.18694444,-98.38166667,2019-09-15,23,136.0,Condalia hookeri,Tree,Tree cover,38,validation,test
96788,Jolly,COPL_Hidalgo_TX,USA,Texas,26.18694444,-98.38166667,2019-09-15,23,128.0,Prosopis glandulosa,Tree,Tree cover,38,validation,test
96789,Jolly,COPL_Hidalgo_TX,USA,Texas,26.18694444,-98.38166667,2019-09-15,23,407.0,Urochloa maxima,Grass,Tree cover,38,train,test
96790,Jolly,COPL_Hidalgo_TX,USA,Texas,26.18694444,-98.38166667,2019-09-15,23,146.0,Zanthoxylum fagara (L.) Sarg.,Tree,Tree cover,38,train,test
96791,Jolly,COPL_Hidalgo_TX,USA,Texas,26.18694444,-98.38166667,2019-10-15,23,133.0,Condalia hookeri,Tree,Tree cover,38,train,test
96792,Jolly,COPL_Hidalgo_TX,USA,Texas,26.18694444,-98.38166667,2019-10-15,23,116.0,Prosopis glandulosa,Tree,Tree cover,38,train,test
96793,Jolly,COPL_Hidalgo_TX,USA,Texas,26.18694444,-98.38166667,2019-10-15,23,158.0,Urochloa maxima,Grass,Tree cover,38,train,test
96794,Jolly,COPL_Hidalgo_TX,USA,Texas,26.18694444,-98.38166667,2019-10-15,23,94.0,Zanthoxylum fagara (L.) Sarg.,Tree,Tree cover,38,test,test
96795,Jolly,COPL_Hidalgo_TX,USA,Texas,26.18694444,-98.38166667,2019-11-15,23,140.0,Condalia hookeri,Tree,Tree cover,38,train,test
96796,Jolly,COPL_Hidalgo_TX,USA,Texas,26.18694444,-98.38166667,2019-11-15,23,124.0,Prosopis glandulosa,Tree,Tree cover,38,train,test
96797,Jolly,COPL_Hidalgo_TX,USA,Texas,26.18694444,-98.38166667,2019-11-15,23,255.0,Urochloa maxima,Grass,Tree cover,38,train,test
96798,Jolly,COPL_Hidalgo_TX,USA,Texas,26.18694444,-98.38166667,2019-11-15,23,167.0,Zanthoxylum fagara (L.) Sarg.,Tree,Tree cover,38,train,test
96799,Jolly,COPL_Hidalgo_TX,USA,Texas,26.18694444,-98.38166667,2020-01-15,23,126.0,Condalia hookeri,Tree,Tree cover,38,test,test
96800,Jolly,COPL_Hidalgo_TX,USA,Texas,26.18694444,-98.38166667,2020-01-15,23,111.0,Prosopis glandulosa,Tree,Tree cover,38,train,test
96801,Jolly,COPL_Hidalgo_TX,USA,Texas,26.18694444,-98.38166667,2020-01-15,23,202.0,Urochloa maxima,Grass,Tree cover,38,train,test
96802,Jolly,COPL_Hidalgo_TX,USA,Texas,26.18694444,-98.38166667,2020-01-15,23,103.0,Zanthoxylum fagara (L.) Sarg.,Tree,Tree cover,38,train,test
96803,Jolly,COPL_Hidalgo_TX,USA,Texas,26.18694444,-98.38166667,2020-03-15,23,132.0,Condalia hookeri,Tree,Tree cover,38,train,test
96804,Jolly,COPL_Hidalgo_TX,USA,Texas,26.18694444,-98.38166667,2020-03-15,23,129.0,Pennisetum ciliare,Grass,Tree cover,38,train,test
96805,Jolly,COPL_Hidalgo_TX,USA,Texas,26.18694444,-98.38166667,2020-03-15,23,295.0,Prosopis glandulosa,Tree,Tree cover,38,train,test
96806,Jolly,COPL_Hidalgo_TX,USA,Texas,26.18694444,-98.38166667,2020-03-15,23,73.0,Zanthoxylum fagara (L.) Sarg.,Tree,Tree cover,38,train,test
96807,Jolly,COPL_Hidalgo_TX,USA,Texas,26.18694444,-98.38166667,2020-04-15,23,142.0,Condalia hookeri,Tree,Tree cover,38,train,test
96808,Jolly,COPL_Hidalgo_TX,USA,Texas,26.18694444,-98.38166667,2020-04-15,23,164.0,Prosopis glandulosa,Tree,Tree cover,38,train,test
96809,Jolly,COPL_Hidalgo_TX,USA,Texas,26.18694444,-98.38166667,2020-04-15,23,108.0,Urochloa maxima,Grass,Tree cover,38,train,test
96810,Jolly,COPL_Hidalgo_TX,USA,Texas,26.18694444,-98.38166667,2020-04-15,23,181.0,Zanthoxylum fagara (L.) Sarg.,Tree,Tree cover,38,train,test
96811,Jolly,COPL_Hidalgo_TX,USA,Texas,26.18694444,-98.38166667,2020-05-15,23,200.0,Condalia hookeri,Tree,Tree cover,38,train,test
96812,Jolly,COPL_Hidalgo_TX,USA,Texas,26.18694444,-98.38166667,2020-05-15,23,144.0,Prosopis glandulosa,Tree,Tree cover,38,train,test
96813,Jolly,COPL_Hidalgo_TX,USA,Texas,26.18694444,-98.38166667,2020-05-15,23,528.0,Urochloa maxima,Grass,Tree cover,38,test,test
96814,Jolly,COPL_Hidalgo_TX,USA,Texas,26.18694444,-98.38166667,2020-05-15,23,197.0,Zanthoxylum fagara (L.) Sarg.,Tree,Tree cover,38,test,test
96815,Jolly,COPL_Hidalgo_TX,USA,Texas,26.18694444,-98.38166667,2020-06-15,23,168.0,Condalia hookeri,Tree,Tree cover,38,test,test
96816,Jolly,COPL_Hidalgo_TX,USA,Texas,26.18694444,-98.38166667,2020-06-15,23,145.0,Prosopis glandulosa,Tree,Tree cover,38,train,test
96817,Jolly,COPL_Hidalgo_TX,USA,Texas,26.18694444,-98.38166667,2020-06-15,23,226.0,Urochloa maxima,Grass,Tree cover,38,train,test
96818,Jolly,COPL_Hidalgo_TX,USA,Texas,26.18694444,-98.38166667,2020-06-15,23,103.0,Zanthoxylum fagara (L.) Sarg.,Tree,Tree cover,38,train,test
96819,Jolly,COPL_Hidalgo_TX,USA,Texas,26.18694444,-98.38166667,2020-07-15,23,151.0,Condalia hookeri,Tree,Tree cover,38,train,test
96820,Jolly,COPL_Hidalgo_TX,USA,Texas,26.18694444,-98.38166667,2020-07-15,23,128.0,Prosopis glandulosa,Tree,Tree cover,38,train,test
96821,Jolly,COPL_Hidalgo_TX,USA,Texas,26.18694444,-98.38166667,2020-07-15,23,121.0,Urochloa maxima,Grass,Tree cover,38,train,test
96822,Jolly,COPL_Hidalgo_TX,USA,Texas,26.18694444,-98.38166667,2020-07-15,23,67.0,Zanthoxylum fagara (L.) Sarg.,Tree,Tree cover,38,validation,test
96823,Jolly,COPL_Hidalgo_TX,USA,Texas,26.18694444,-98.38166667,2020-09-15,23,150.0,Condalia hookeri,Tree,Tree cover,38,train,test
96824,Jolly,COPL_Hidalgo_TX,USA,Texas,26.18694444,-98.38166667,2020-09-15,23,267.0,Pennisetum ciliare,Grass,Tree cover,38,train,test
96825,Jolly,COPL_Hidalgo_TX,USA,Texas,26.18694444,-98.38166667,2020-09-15,23,130.0,Prosopis glandulosa,Tree,Tree cover,38,train,test
96826,Jolly,COPL_Hidalgo_TX,USA,Texas,26.18694444,-98.38166667,2020-09-15,23,137.0,Zanthoxylum fagara (L.) Sarg.,Tree,Tree cover,38,train,test
96827,Jolly,COPL_Hidalgo_TX,USA,Texas,26.18694444,-98.38166667,2020-10-15,23,159.0,Condalia hookeri,Tree,Tree cover,38,train,test
96828,Jolly,COPL_Hidalgo_TX,USA,Texas,26.18694444,-98.38166667,2020-10-15,23,112.0,Prosopis glandulosa,Tree,Tree cover,38,test,test
96829,Jolly,COPL_Hidalgo_TX,USA,Texas,26.18694444,-98.38166667,2020-10-15,23,193.0,Urochloa maxima,Grass,Tree cover,38,train,test
96830,Jolly,COPL_Hidalgo_TX,USA,Texas,26.18694444,-98.38166667,2020-10-15,23,143.0,Zanthoxylum fagara (L.) Sarg.,Tree,Tree cover,38,train,test
96831,Jolly,COPL_Hidalgo_TX,USA,Texas,26.18694444,-98.38166667,2021-01-15,23,157.0,Condalia hookeri,Tree,Tree cover,38,train,test
96832,Jolly,COPL_Hidalgo_TX,USA,Texas,26.18694444,-98.38166667,2021-01-15,23,144.0,Prosopis glandulosa,Tree,Tree cover,38,train,test
