time_s,level_rise_m,level_rise_cm
26.23,0.00026,0.026
26.30,0.00027,0.027
26.36,0.00027,0.027
26.43,0.00027,0.027
26.50,0.00027,0.027
26.57,0.00027,0.027
26.64,0.00027,0.027
26.70,0.00027,0.027
26.77,0.00028,0.028
26.84,0.00028,0.028
26.91,0.00028,0.028
26.97,0.00028,0.028
27.04,0.00028,0.028
27.11,0.00028,0.028
27.18,0.00028,0.028
27.25,0.00029,0.029
27.31,0.00029,0.029
27.38,0.00029,0.029
27.45,0.00029,0.029
27.52,0.00029,0.029
27.58,0.00029,0.029
27.65,0.00029,0.029
27.72,0.00030,0.030
27.79,0.00030,0.030
27.85,0.00030,0.030
27.92,0.00030,0.030
27.99,0.00030,0.030
28.06,0.00030,0.030
28.13,0.00030,0.030
28.19,0.00031,0.031
28.26,0.00031,0.031
28.33,0.00031,0.031
28.40,0.00031,0.031
28.46,0.00031,0.031
28.53,0.00031,0.031
28.60,0.00031,0.031
28.67,0.00032,0.032
28.74,0.00032,0.032
28.80,0.00032,0.032
28.87,0.00032,0.032
28.94,0.00032,0.032
29.01,0.00032,0.032
29.07,0.00033,0.033
29.14,0.00033,0.033
29.21,0.00033,0.033
29.28,0.00033,0.033
29.34,0.00033,0.033
29.41,0.00033,0.033
29.48,0.00033,0.033
29.55,0.00034,0.034
29.62,0.00034,0.034
29.68,0.00034,0.034
29.75,0.00034,0.034
29.82,0.00034,0.034
29.89,0.00034,0.034
29.95,0.00035,0.035
30.02,0.00035,0.035
30.09,0.00035,0.035
30.16,0.00035,0.035
30.23,0.00035,0.035
30.29,0.00035,0.035
30.36,0.00035,0.035
30.43,0.00036,0.036
30.50,0.00036,0.036
30.56,0.00036,0.036
30.63,0.00036,0.036
30.70,0.00036,0.036
30.77,0.00036,0.036
30.84,0.00037,0.037
30.90,0.00037,0.037
30.97,0.00037,0.037
31.04,0.00037,0.037
31.11,0.00037,0.037
31.17,0.00037,0.037
31.24,0.00038,0.038
31.31,0.00038,0.038
31.38,0.00038,0.038
31.44,0.00038,0.038
31.51,0.00038,0.038
31.58,0.00038,0.038
31.65,0.00039,0.039
31.72,0.00039,0.039
31.78,0.00039,0.039
31.85,0.00039,0.039
31.92,0.00039,0.039
31.99,0.00039,0.039
32.05,0.00040,0.040
32.12,0.00040,0.040
32.19,0.00040,0.040
32.26,0.00040,0.040
32.33,0.00040,0.040
32.39,0.00040,0.040
32.46,0.00041,0.041
32.53,0.00041,0.041
32.60,0.00041,0.041
32.66,0.00041,0.041
32.73,0.00041,0.041
32.80,0.00041,0.041
32.87,0.00042,0.042
32.93,0.00042,0.042
33.00,0.00042,0.042
33.07,0.00042,0.042
33.14,0.00042,0.042
33.21,0.00042,0.042
33.27,0.00043,0.043
33.34,0.00043,0.043
33.41,0.00043,0.043
33.48,0.00043,0.043
33.54,0.00043,0.043
33.61,0.00043,0.043
33.68,0.00044,0.044
33.75,0.00044,0.044
33.82,0.00044,0.044
33.88,0.00044,0.044
33.95,0.00044,0.044
34.02,0.00044,0.044
34.09,0.00045,0.045
34.15,0.00045,0.045
34.22,0.00045,0.045
34.29,0.00045,0.045
34.36,0.00045,0.045
34.42,0.00046,0.046
34.49,0.00046,0.046
34.56,0.00046,0.046
34.63,0.00046,0.046
34.70,0.00046,0.046
34.76,0.00046,0.046
34.83,0.00047,0.047
34.90,0.00047,0.047
34.97,0.00047,0.047
35.03,0.00047,0.047
35.10,0.00047,0.047
35.17,0.00048,0.048
35.24,0.00048,0.048
35.31,0.00048,0.048
35.37,0.00048,0.048
35.44,0.00048,0.048
35.51,0.00048,0.048
35.58,0.00049,0.049
35.64,0.00049,0.049
35.71,0.00049,0.049
35.78,0.00049,0.049
35.85,0.00049,0.049
35.91,0.00050,0.050
35.98,0.00050,0.050
36.05,0.00050,0.050
36.12,0.00050,0.050
36.19,0.00050,0.050
36.25,0.00051,0.051
36.32,0.00051,0.051
36.39,0.00051,0.051
36.46,0.00051,0.051
36.52,0.00051,0.051
36.59,0.00051,0.051
36.66,0.00052,0.052
36.73,0.00052,0.052
36.80,0.00052,0.052
36.86,0.00052,0.052
36.93,0.00052,0.052
37.00,0.00053,0.053
37.07,0.00053,0.053
37.13,0.00053,0.053
37.20,0.00053,0.053
37.27,0.00053,0.053
37.34,0.00054,0.054
37.40,0.00054,0.054
37.47,0.00054,0.054
37.54,0.00054,0.054
37.61,0.00054,0.054
37.68,0.00054,0.054
37.74,0.00055,0.055
37.81,0.00055,0.055
37.88,0.00055,0.055
37.95,0.00055,0.055
38.01,0.00055,0.055
38.08,0.00056,0.056
38.15,0.00056,0.056
38.22,0.00056,0.056
38.29,0.00056,0.056
38.35,0.00056,0.056
38.42,0.00057,0.057
38.49,0.00057,0.057
38.56,0.00057,0.057
38.62,0.00057,0.057
38.69,0.00057,0.057
38.76,0.00057,0.057
38.83,0.00058,0.058
38.89,0.00058,0.058
38.96,0.00058,0.058
39.03,0.00058,0.058
39.10,0.00058,0.058
39.17,0.00059,0.059
39.23,0.00059,0.059
39.30,0.00059,0.059
39.37,0.00059,0.059
39.44,0.00059,0.059
39.50,0.00060,0.060
39.57,0.00060,0.060
39.64,0.00060,0.060
39.71,0.00060,0.060
39.78,0.00060,0.060
39.84,0.00061,0.061
39.91,0.00061,0.061
39.98,0.00061,0.061
40.05,0.00061,0.061
40.11,0.00061,0.061
40.18,0.00061,0.061
40.25,0.00062,0.062
40.32,0.00062,0.062
40.38,0.00062,0.062
40.45,0.00062,0.062
40.52,0.00062,0.062
40.59,0.00063,0.063
40.66,0.00063,0.063
40.72,0.00063,0.063
40.79,0.00063,0.063
40.86,0.00063,0.063
40.93,0.00064,0.064
40.99,0.00064,0.064
41.06,0.00064,0.064
41.13,0.00064,0.064
41.20,0.00064,0.064
41.27,0.00065,0.065
41.33,0.00065,0.065
41.40,0.00065,0.065
41.47,0.00065,0.065
41.54,0.00065,0.065
41.60,0.00065,0.065
41.67,0.00066,0.066
41.74,0.00066,0.066
41.81,0.00066,0.066
41.87,0.00066,0.066
41.94,0.00066,0.066
42.01,0.00067,0.067
42.08,0.00067,0.067
42.15,0.00067,0.067
42.21,0.00067,0.067
42.28,0.00067,0.067
42.35,0.00068,0.068
42.42,0.00068,0.068
42.48,0.00068,0.068
42.55,0.00068,0.068
42.62,0.00068,0.068
42.69,0.00069,0.069
42.76,0.00069,0.069
42.82,0.00069,0.069
42.89,0.00069,0.069
42.96,0.00069,0.069
43.03,0.00069,0.069
43.09,0.00070,0.070
43.16,0.00070,0.070
43.23,0.00070,0.070
43.30,0.00070,0.070
43.36,0.00070,0.070
43.43,0.00071,0.071
43.50,0.00071,0.071
43.57,0.00071,0.071
43.64,0.00071,0.071
43.70,0.00071,0.071
43.77,0.00072,0.072
43.84,0.00072,0.072
43.91,0.00072,0.072
43.97,0.00072,0.072
44.04,0.00072,0.072
44.11,0.00073,0.073
44.18,0.00073,0.073
44.25,0.00073,0.073
44.31,0.00073,0.073
44.38,0.00073,0.073
44.45,0.00073,0.073
44.52,0.00074,0.074
44.58,0.00074,0.074
44.65,0.00074,0.074
44.72,0.00074,0.074
44.79,0.00074,0.074
44.85,0.00075,0.075
44.92,0.00075,0.075
44.99,0.00075,0.075
45.06,0.00075,0.075
45.13,0.00075,0.075
45.19,0.00076,0.076
45.26,0.00076,0.076
45.33,0.00076,0.076
45.40,0.00076,0.076
45.46,0.00076,0.076
45.53,0.00077,0.077
45.60,0.00077,0.077
45.67,0.00077,0.077
45.74,0.00077,0.077
45.80,0.00077,0.077
45.87,0.00078,0.078
45.94,0.00078,0.078
46.01,0.00078,0.078
46.07,0.00078,0.078
46.14,0.00078,0.078
46.21,0.00078,0.078
46.28,0.00079,0.079
46.34,0.00079,0.079
46.41,0.00079,0.079
46.48,0.00079,0.079
46.55,0.00079,0.079
46.62,0.00080,0.080
46.68,0.00080,0.080
46.75,0.00080,0.080
46.82,0.00080,0.080
46.89,0.00080,0.080
46.95,0.00081,0.081
47.02,0.00081,0.081
47.09,0.00081,0.081
47.15,0.00081,0.081
47.22,0.00081,0.081
47.29,0.00082,0.082
47.35,0.00082,0.082
47.42,0.00082,0.082
47.48,0.00082,0.082
47.55,0.00082,0.082
47.62,0.00082,0.082
47.68,0.00083,0.083
47.75,0.00083,0.083
47.82,0.00083,0.083
47.88,0.00083,0.083
47.95,0.00083,0.083
48.01,0.00084,0.084
48.08,0.00084,0.084
48.15,0.00084,0.084
48.21,0.00084,0.084
48.28,0.00084,0.084
48.34,0.00085,0.085
48.41,0.00085,0.085
48.48,0.00085,0.085
48.54,0.00085,0.085
48.61,0.00085,0.085
48.68,0.00085,0.085
48.74,0.00086,0.086
48.81,0.00086,0.086
48.87,0.00086,0.086
48.94,0.00086,0.086
49.01,0.00086,0.086
49.07,0.00087,0.087
49.14,0.00087,0.087
49.21,0.00087,0.087
49.28,0.00087,0.087
49.34,0.00087,0.087
49.41,0.00088,0.088
49.48,0.00088,0.088
49.54,0.00088,0.088
49.61,0.00088,0.088
49.68,0.00088,0.088
49.74,0.00089,0.089
49.81,0.00089,0.089
49.88,0.00089,0.089
49.95,0.00089,0.089
50.01,0.00089,0.089
50.08,0.00090,0.090
50.15,0.00090,0.090
50.21,0.00090,0.090
50.28,0.00090,0.090
50.35,0.00090,0.090
50.41,0.00090,0.090
50.48,0.00091,0.091
50.55,0.00091,0.091
50.61,0.00091,0.091
50.68,0.00091,0.091
50.75,0.00091,0.091
50.81,0.00092,0.092
50.88,0.00092,0.092
50.95,0.00092,0.092
51.01,0.00092,0.092
51.08,0.00092,0.092
51.14,0.00093,0.093
51.21,0.00093,0.093
51.27,0.00093,0.093
51.34,0.00093,0.093
51.41,0.00093,0.093
51.47,0.00094,0.094
51.53,0.00094,0.094
51.60,0.00094,0.094
51.66,0.00094,0.094
51.73,0.00094,0.094
51.79,0.00094,0.094
51.86,0.00095,0.095
51.92,0.00095,0.095
51.98,0.00095,0.095
52.05,0.00095,0.095
52.11,0.00095,0.095
52.17,0.00096,0.096
52.24,0.00096,0.096
52.30,0.00096,0.096
52.36,0.00096,0.096
52.42,0.00096,0.096
52.49,0.00096,0.096
52.55,0.00097,0.097
52.61,0.00097,0.097
52.67,0.00097,0.097
52.73,0.00097,0.097
52.80,0.00097,0.097
52.86,0.00098,0.098
52.92,0.00098,0.098
52.98,0.00098,0.098
53.04,0.00098,0.098
53.10,0.00098,0.098
53.17,0.00098,0.098
53.23,0.00099,0.099
53.29,0.00099,0.099
53.35,0.00099,0.099
53.41,0.00099,0.099
53.47,0.00099,0.099
53.53,0.00099,0.099
53.60,0.00100,0.100
53.66,0.00100,0.100
53.72,0.00100,0.100
53.78,0.00100,0.100
53.84,0.00100,0.100
53.90,0.00101,0.101
53.97,0.00101,0.101
54.03,0.00101,0.101
54.09,0.00101,0.101
54.15,0.00101,0.101
54.21,0.00101,0.101
54.27,0.00102,0.102
54.34,0.00102,0.102
54.40,0.00102,0.102
54.46,0.00102,0.102
54.52,0.00102,0.102
54.58,0.00103,0.103
54.64,0.00103,0.103
54.70,0.00103,0.103
54.76,0.00103,0.103
54.82,0.00103,0.103
54.88,0.00103,0.103
54.94,0.00104,0.104
55.00,0.00104,0.104
55.06,0.00104,0.104
55.12,0.00104,0.104
55.18,0.00104,0.104
55.24,0.00104,0.104
55.30,0.00105,0.105
55.36,0.00105,0.105
55.42,0.00105,0.105
55.48,0.00105,0.105
55.54,0.00105,0.105
55.60,0.00105,0.105
55.66,0.00106,0.106
55.72,0.00106,0.106
55.78,0.00106,0.106
55.84,0.00106,0.106
55.90,0.00106,0.106
55.96,0.00107,0.107
56.01,0.00107,0.107
56.07,0.00107,0.107
56.13,0.00107,0.107
56.19,0.00107,0.107
56.25,0.00107,0.107
56.31,0.00108,0.108
56.36,0.00108,0.108
56.42,0.00108,0.108
56.48,0.00108,0.108
56.54,0.00108,0.108
56.60,0.00108,0.108
56.65,0.00109,0.109
56.71,0.00109,0.109
56.77,0.00109,0.109
56.83,0.00109,0.109
56.88,0.00109,0.109
56.94,0.00109,0.109
57.00,0.00110,0.110
57.05,0.00110,0.110
57.11,0.00110,0.110
57.17,0.00110,0.110
57.23,0.00110,0.110
57.28,0.00110,0.110
57.34,0.00111,0.111
57.40,0.00111,0.111
57.45,0.00111,0.111
57.51,0.00111,0.111
57.57,0.00111,0.111
57.62,0.00111,0.111
57.68,0.00112,0.112
57.73,0.00112,0.112
57.79,0.00112,0.112
57.85,0.00112,0.112
57.90,0.00112,0.112
57.96,0.00112,0.112
58.01,0.00113,0.113
58.07,0.00113,0.113
58.13,0.00113,0.113
58.18,0.00113,0.113
58.24,0.00113,0.113
58.29,0.00113,0.113
58.35,0.00114,0.114
58.40,0.00114,0.114
58.46,0.00114,0.114
58.51,0.00114,0.114
58.57,0.00114,0.114
58.62,0.00114,0.114
58.68,0.00115,0.115
58.73,0.00115,0.115
58.79,0.00115,0.115
58.84,0.00115,0.115
58.90,0.00115,0.115
58.95,0.00115,0.115
59.01,0.00115,0.115
59.06,0.00116,0.116
59.12,0.00116,0.116
59.17,0.00116,0.116
59.22,0.00116,0.116
59.28,0.00116,0.116
59.33,0.00116,0.116
59.39,0.00117,0.117
59.44,0.00117,0.117
59.49,0.00117,0.117
59.55,0.00117,0.117
59.60,0.00117,0.117
59.66,0.00117,0.117
59.71,0.00118,0.118
59.76,0.00118,0.118
59.82,0.00118,0.118
59.87,0.00118,0.118
59.92,0.00118,0.118
59.98,0.00118,0.118
60.03,0.00118,0.118
60.08,0.00119,0.119
60.14,0.00119,0.119
60.19,0.00119,0.119
60.24,0.00119,0.119
60.30,0.00119,0.119
60.35,0.00119,0.119
60.40,0.00120,0.120
60.45,0.00120,0.120
60.51,0.00120,0.120
60.56,0.00120,0.120
60.61,0.00120,0.120
60.67,0.00120,0.120
60.72,0.00121,0.121
60.77,0.00121,0.121
60.82,0.00121,0.121
60.88,0.00121,0.121
60.93,0.00121,0.121
60.98,0.00121,0.121
61.03,0.00121,0.121
61.08,0.00122,0.122
61.14,0.00122,0.122
61.19,0.00122,0.122
61.24,0.00122,0.122
61.29,0.00122,0.122
61.34,0.00122,0.122
61.40,0.00123,0.123
61.45,0.00123,0.123
61.50,0.00123,0.123
61.55,0.00123,0.123
61.60,0.00123,0.123
61.65,0.00123,0.123
61.70,0.00123,0.123
61.76,0.00124,0.124
61.81,0.00124,0.124
61.86,0.00124,0.124
61.91,0.00124,0.124
61.96,0.00124,0.124
62.01,0.00124,0.124
62.06,0.00125,0.125
62.11,0.00125,0.125
62.17,0.00125,0.125
62.22,0.00125,0.125
62.27,0.00125,0.125
62.32,0.00125,0.125
62.37,0.00125,0.125
62.42,0.00126,0.126
62.47,0.00126,0.126
62.52,0.00126,0.126
62.57,0.00126,0.126
62.62,0.00126,0.126
62.67,0.00126,0.126
62.72,0.00127,0.127
62.77,0.00127,0.127
62.82,0.00127,0.127
62.87,0.00127,0.127
62.92,0.00127,0.127
62.97,0.00127,0.127
63.02,0.00127,0.127
63.07,0.00128,0.128
63.12,0.00128,0.128
63.17,0.00128,0.128
63.22,0.00128,0.128
63.27,0.00128,0.128
63.32,0.00128,0.128
63.37,0.00128,0.128
63.42,0.00129,0.129
63.47,0.00129,0.129
63.52,0.00129,0.129
63.57,0.00129,0.129
63.62,0.00129,0.129
63.67,0.00129,0.129
63.72,0.00129,0.129
63.77,0.00130,0.130
63.82,0.00130,0.130
63.87,0.00130,0.130
63.92,0.00130,0.130
63.97,0.00130,0.130
64.01,0.00130,0.130
64.06,0.00131,0.131
64.11,0.00131,0.131
64.16,0.00131,0.131
64.21,0.00131,0.131
64.26,0.00131,0.131
64.31,0.00131,0.131
64.36,0.00131,0.131
64.41,0.00132,0.132
64.45,0.00132,0.132
64.50,0.00132,0.132
64.55,0.00132,0.132
64.60,0.00132,0.132
64.65,0.00132,0.132
64.70,0.00132,0.132
64.75,0.00133,0.133
64.79,0.00133,0.133
64.84,0.00133,0.133
64.89,0.00133,0.133
64.94,0.00133,0.133
64.99,0.00133,0.133
65.04,0.00133,0.133
65.08,0.00134,0.134
65.13,0.00134,0.134
65.18,0.00134,0.134
65.23,0.00134,0.134
65.28,0.00134,0.134
65.32,0.00134,0.134
65.37,0.00134,0.134
65.42,0.00135,0.135
65.47,0.00135,0.135
65.51,0.00135,0.135
65.56,0.00135,0.135
65.61,0.00135,0.135
65.66,0.00135,0.135
65.70,0.00135,0.135
65.75,0.00136,0.136
65.80,0.00136,0.136
65.85,0.00136,0.136
65.89,0.00136,0.136
65.94,0.00136,0.136
65.99,0.00136,0.136
66.04,0.00136,0.136
66.08,0.00137,0.137
66.13,0.00137,0.137
66.18,0.00137,0.137
66.23,0.00137,0.137
66.27,0.00137,0.137
66.32,0.00137,0.137
66.37,0.00137,0.137
66.41,0.00138,0.138
66.46,0.00138,0.138
66.51,0.00138,0.138
66.55,0.00138,0.138
66.60,0.00138,0.138
66.65,0.00138,0.138
66.69,0.00138,0.138
66.74,0.00139,0.139
66.79,0.00139,0.139
66.83,0.00139,0.139
66.88,0.00139,0.139
66.93,0.00139,0.139
66.97,0.00139,0.139
67.02,0.00139,0.139
67.07,0.00140,0.140
67.11,0.00140,0.140
67.16,0.00140,0.140
67.21,0.00140,0.140
67.25,0.00140,0.140
67.30,0.00140,0.140
67.34,0.00140,0.140
67.39,0.00141,0.141
67.44,0.00141,0.141
67.48,0.00141,0.141
67.53,0.00141,0.141
67.57,0.00141,0.141
67.62,0.00141,0.141
67.67,0.00141,0.141
67.71,0.00142,0.142
67.76,0.00142,0.142
67.80,0.00142,0.142
67.85,0.00142,0.142
67.90,0.00142,0.142
67.94,0.00142,0.142
67.99,0.00142,0.142
68.03,0.00142,0.142
68.08,0.00143,0.143
68.12,0.00143,0.143
68.17,0.00143,0.143
68.21,0.00143,0.143
68.26,0.00143,0.143
68.30,0.00143,0.143
68.35,0.00143,0.143
68.40,0.00144,0.144
68.44,0.00144,0.144
68.49,0.00144,0.144
68.53,0.00144,0.144
68.58,0.00144,0.144
68.62,0.00144,0.144
68.67,0.00144,0.144
68.71,0.00145,0.145
68.76,0.00145,0.145
68.80,0.00145,0.145
68.85,0.00145,0.145
68.89,0.00145,0.145
68.94,0.00145,0.145
68.98,0.00145,0.145
69.03,0.00146,0.146
69.07,0.00146,0.146
69.12,0.00146,0.146
69.16,0.00146,0.146
69.21,0.00146,0.146
69.25,0.00146,0.146
69.29,0.00146,0.146
69.34,0.00146,0.146
69.38,0.00147,0.147
69.43,0.00147,0.147
69.47,0.00147,0.147
69.52,0.00147,0.147
69.56,0.00147,0.147
69.61,0.00147,0.147
69.65,0.00147,0.147
69.69,0.00148,0.148
69.74,0.00148,0.148
69.78,0.00148,0.148
69.83,0.00148,0.148
69.87,0.00148,0.148
69.92,0.00148,0.148
69.96,0.00148,0.148
70.00,0.00149,0.149
70.05,0.00149,0.149
70.09,0.00149,0.149
70.14,0.00149,0.149
70.18,0.00149,0.149
70.22,0.00149,0.149
70.27,0.00149,0.149
70.31,0.00149,0.149
70.36,0.00150,0.150
70.40,0.00150,0.150
70.44,0.00150,0.150
70.49,0.00150,0.150
70.53,0.00150,0.150
70.57,0.00150,0.150
70.62,0.00150,0.150
70.66,0.00151,0.151
70.71,0.00151,0.151
70.75,0.00151,0.151
70.79,0.00151,0.151
70.84,0.00151,0.151
70.88,0.00151,0.151
70.92,0.00151,0.151
70.97,0.00151,0.151
71.01,0.00152,0.152
71.05,0.00152,0.152
71.10,0.00152,0.152
71.14,0.00152,0.152
71.18,0.00152,0.152
71.23,0.00152,0.152
71.27,0.00152,0.152
71.31,0.00153,0.153
71.36,0.00153,0.153
71.40,0.00153,0.153
71.44,0.00153,0.153
71.49,0.00153,0.153
71.53,0.00153,0.153
71.57,0.00153,0.153
71.61,0.00153,0.153
71.66,0.00154,0.154
71.70,0.00154,0.154
71.74,0.00154,0.154
71.79,0.00154,0.154
71.83,0.00154,0.154
71.87,0.00154,0.154
71.91,0.00154,0.154
71.96,0.00155,0.155
72.00,0.00155,0.155
72.04,0.00155,0.155
72.09,0.00155,0.155
72.13,0.00155,0.155
72.17,0.00155,0.155
72.21,0.00155,0.155
72.26,0.00155,0.155
72.30,0.00156,0.156
72.34,0.00156,0.156
72.38,0.00156,0.156
72.43,0.00156,0.156
72.47,0.00156,0.156
72.51,0.00156,0.156
72.55,0.00156,0.156
72.60,0.00157,0.157
72.64,0.00157,0.157
72.68,0.00157,0.157
72.72,0.00157,0.157
72.76,0.00157,0.157
72.81,0.00157,0.157
72.85,0.00157,0.157
72.89,0.00157,0.157
72.93,0.00158,0.158
72.98,0.00158,0.158
73.02,0.00158,0.158
73.06,0.00158,0.158
73.10,0.00158,0.158
73.14,0.00158,0.158
73.19,0.00158,0.158
73.23,0.00158,0.158
73.27,0.00159,0.159
73.31,0.00159,0.159
73.35,0.00159,0.159
73.39,0.00159,0.159
73.44,0.00159,0.159
73.48,0.00159,0.159
73.52,0.00159,0.159
73.56,0.00160,0.160
73.60,0.00160,0.160
73.64,0.00160,0.160
73.69,0.00160,0.160
73.73,0.00160,0.160
73.77,0.00160,0.160
73.81,0.00160,0.160
73.85,0.00160,0.160
73.89,0.00161,0.161
73.94,0.00161,0.161
73.98,0.00161,0.161
74.02,0.00161,0.161
74.06,0.00161,0.161
74.10,0.00161,0.161
74.14,0.00161,0.161
74.18,0.00161,0.161
74.23,0.00162,0.162
74.27,0.00162,0.162
74.31,0.00162,0.162
74.35,0.00162,0.162
74.39,0.00162,0.162
74.43,0.00162,0.162
74.47,0.00162,0.162
74.51,0.00162,0.162
74.56,0.00163,0.163
74.60,0.00163,0.163
74.64,0.00163,0.163
74.68,0.00163,0.163
74.72,0.00163,0.163
74.76,0.00163,0.163
74.80,0.00163,0.163
74.84,0.00164,0.164
74.88,0.00164,0.164
