time_min,rain_mm_hr,Pe_mm_hr,flooded_ha,mean_depth_m,outflow_total_cms,outflow_total_cfs,outflow_south_cms,outflow_south_cfs
832.6666666666667,3.685822222222222,1.4566312188435404,0.875,0.0643053948879242,0.03937641649827128,1.390566335711501,0.011476223589852452,0.40527939320856243
833.0,3.691466666666667,1.4589960983357741,0.875,0.06434058398008347,0.03941436076502214,1.3919063261085274,0.011469995370134711,0.4050594454976963
833.3333333333334,3.697111111111111,1.4613594430556986,0.875,0.06437575817108154,0.03954012170652277,1.3963475360293396,0.011571809882298112,0.40865499445039316
833.6666666666666,3.702755555555555,1.4637255503657798,0.8775000000000001,0.06436988711357117,0.03956412200295745,1.3971950992978415,0.011521871201694012,0.4068914249264635
834.0,3.7083999999999997,1.4660897136309359,0.8775000000000001,0.06440502405166626,0.039666327195391204,1.4008044450070818,0.011554837692528963,0.4080556266603526
834.3333333333333,3.714044444444444,1.468455616304709,0.8825000000000001,0.0643584132194519,0.03973305857698506,1.4031610437286544,0.011585581814870238,0.409141346117598
834.6666666666667,3.719688888888889,1.470820393478789,0.8825000000000001,0.06439345329999924,0.0397728666121111,1.40456685254672,0.01162015600129962,0.4103623231390957
835.0,3.725333333333333,1.4731858868799463,0.89,0.06430699676275253,0.03980441495741616,1.4056809728966644,0.011597211705520749,0.4095520522169536
835.3333333333334,3.730977777777778,1.4755511756447959,0.89,0.06434208899736404,0.039899604133779576,1.4090425501031856,0.011628121137619019,0.4106436095386744
835.6666666666666,3.736622222222222,1.4779167713641073,0.8925000000000001,0.06433689594268799,0.03995171989117807,1.4108830024409864,0.011657803552225232,0.41169183510576846
836.0,3.7422666666666666,1.4802822647652647,0.895,0.06433185189962387,0.04004354375410912,1.4141257346132374,0.011709905229508877,0.41353179020853714
836.3333333333333,3.747911111111111,1.4826473488938063,0.895,0.06436686962842941,0.040112369727012265,1.4165563031985202,0.011691090185195208,0.4128673425631132
836.6666666666666,3.7535555555555558,1.4850128422949638,0.9025,0.06428235024213791,0.0401555188761904,1.4180801024570011,0.011712090345099568,0.41360895691008775
837.0,3.7591999999999994,1.4873783356961212,0.9025,0.06431738287210464,0.040215434778474446,1.4201960145713917,0.011723738862201571,0.41402032079698986
837.3333333333334,3.7648444444444444,1.489745261551434,0.905,0.06431276351213455,0.04031768996583196,1.423807125836366,0.011807476403191686,0.41697748693579345
837.6666666666666,3.7704888888888886,1.4921109595888993,0.9075,0.06430821120738983,0.04029550074506005,1.4230235201615724,0.011755356099456549,0.4151368740454782
838.0,3.7761333333333327,1.4944771692171344,0.9075,0.0643431693315506,0.040448829344086334,1.4284382736376058,0.011804006062448025,0.41685493289353326
838.3333333333333,3.7817777777777777,1.4968425603001378,0.91,0.06433868408203125,0.04043971612304631,1.4281164429705435,0.011815045727416873,0.4172447953500087
838.6666666666666,3.787422222222222,1.499208769928373,0.91,0.06437361240386963,0.040575063937922096,1.4328962104485374,0.011844520922750235,0.4182857030306477
839.0,3.793066666666667,1.5015762073744554,0.915,0.06432992219924927,0.040622715100653295,1.434578996965041,0.011891771573573351,0.41995434558927086
839.3333333333334,3.798711111111111,1.5039421100482286,0.9175,0.06432566791772842,0.04063144182737233,1.4348871787011057,0.011855564080178738,0.4186756888222881
839.6666666666666,3.8043555555555555,1.5063086266309256,0.9175,0.06436052918434143,0.0407766288037692,1.4400144132164683,0.01191376126371324,0.420730904899654
840.0,3.81,1.5086755524862383,0.92,0.06435633450746536,0.040748213309598214,1.439010928564468,0.011905303690582514,0.4204322282418143
