time_s,level_rise_m,level_rise_cm
83.64,0.00072,0.072
83.69,0.00072,0.072
83.75,0.00072,0.072
83.81,0.00072,0.072
83.87,0.00072,0.072
83.93,0.00073,0.073
83.99,0.00073,0.073
84.05,0.00073,0.073
84.10,0.00073,0.073
84.16,0.00073,0.073
84.22,0.00073,0.073
84.28,0.00073,0.073
84.34,0.00073,0.073
84.40,0.00073,0.073
84.45,0.00073,0.073
84.51,0.00073,0.073
84.57,0.00073,0.073
84.63,0.00073,0.073
84.69,0.00073,0.073
84.75,0.00073,0.073
84.80,0.00073,0.073
84.86,0.00074,0.074
84.92,0.00074,0.074
84.98,0.00074,0.074
85.04,0.00074,0.074
85.10,0.00074,0.074
85.15,0.00074,0.074
85.21,0.00074,0.074
85.27,0.00074,0.074
85.33,0.00074,0.074
85.39,0.00074,0.074
85.45,0.00074,0.074
85.51,0.00074,0.074
85.57,0.00074,0.074
85.62,0.00074,0.074
85.68,0.00074,0.074
85.74,0.00075,0.075
85.80,0.00075,0.075
85.86,0.00075,0.075
85.92,0.00075,0.075
85.98,0.00075,0.075
86.04,0.00075,0.075
86.09,0.00075,0.075
86.15,0.00075,0.075
86.21,0.00075,0.075
86.27,0.00075,0.075
86.33,0.00075,0.075
86.39,0.00075,0.075
86.45,0.00075,0.075
86.50,0.00075,0.075
86.56,0.00075,0.075
86.62,0.00075,0.075
86.68,0.00076,0.076
86.74,0.00076,0.076
86.80,0.00076,0.076
86.85,0.00076,0.076
86.91,0.00076,0.076
86.97,0.00076,0.076
87.03,0.00076,0.076
87.09,0.00076,0.076
87.14,0.00076,0.076
