time_min,cumulative_depth_mm,incremental_depth_mm
0.0,0.0,0.0
30.0,1.849966666666666,1.849966666666666
60.0,3.699933333333332,1.849966666666666
90.0,5.549899999999999,1.849966666666667
120.0,7.399866666666664,1.8499666666666652
150.0,9.43483,2.0349633333333355
180.0,12.209779999999997,2.774949999999997
210.0,14.984729999999999,2.7749500000000022
240.0,17.759679999999996,2.774949999999997
270.0,20.534629999999996,2.7749500000000005
300.0,24.049566666666664,3.5149366666666673
330.0,28.674483333333328,4.624916666666664
360.0,33.2994,4.624916666666671
390.0,37.92431666666666,4.624916666666664
420.0,42.54923333333334,4.624916666666678
450.0,48.561625,6.012391666666659
480.0,55.49899999999999,6.937374999999989
510.0,62.436375,6.93737500000001
540.0,69.37374999999999,6.937374999999989
570.0,76.31112499999998,6.937374999999989
600.0,88.05841333333332,11.747288333333344
630.0,101.00817999999998,12.949766666666662
660.0,113.95794666666663,12.949766666666648
690.0,126.90771333333332,12.94976666666669
720.0,139.85747999999998,12.949766666666662
750.0,146.794855,6.937375000000031
780.0,153.73223,6.9373749999999745
810.0,160.669605,6.937375000000003
840.0,167.60698000000002,6.937375000000031
870.0,173.989365,6.382384999999971
900.0,178.15178999999998,4.162424999999985
930.0,182.314215,4.162425000000013
960.0,186.47663999999997,4.162424999999985
990.0,190.639065,4.162425000000013
1020.0,194.24649999999997,3.607434999999981
1050.0,197.02145,2.7749500000000182
1080.0,199.79639999999998,2.77494999999999
1110.0,202.57135,2.7749500000000182
1140.0,205.34629999999999,2.77494999999999
1170.0,207.56626,2.2199600000000146
1200.0,209.41622666666666,1.8499666666666599
1230.0,211.26619333333332,1.8499666666666599
1260.0,213.11615999999998,1.8499666666666599
1290.0,214.96612666666664,1.8499666666666599
1320.0,216.44609999999997,1.4799733333333336
1350.0,217.83357499999997,1.387474999999995
1380.0,219.22105,1.3874750000000233
1410.0,220.608525,1.387474999999995
1440.0,221.99599999999998,1.387474999999995
