time_min,cumulative_depth_mm,incremental_depth_mm
0.0,0.0,0.0
30.0,1.2657666666666663,1.2657666666666663
60.0,2.5315333333333325,1.2657666666666663
90.0,3.7972999999999995,1.265766666666667
120.0,5.063066666666665,1.2657666666666656
150.0,6.4554100000000005,1.3923433333333355
180.0,8.354059999999999,1.8986499999999982
210.0,10.25271,1.8986500000000017
240.0,12.151359999999999,1.8986499999999982
270.0,14.05001,1.8986500000000017
300.0,16.454966666666667,2.404956666666667
330.0,19.61938333333333,3.164416666666664
360.0,22.783800000000003,3.1644166666666713
390.0,25.948216666666667,3.164416666666664
420.0,29.11263333333334,3.1644166666666713
450.0,33.226375000000004,4.113741666666666
480.0,37.97299999999999,4.746624999999987
510.0,42.719625,4.746625000000009
540.0,47.46624999999999,4.746624999999987
570.0,52.21287499999998,4.7466249999999945
600.0,60.25049333333333,8.037618333333349
630.0,69.11085999999999,8.860366666666657
660.0,77.97122666666664,8.86036666666665
690.0,86.83159333333333,8.860366666666692
720.0,95.69196,8.860366666666664
750.0,100.43858500000002,4.746625000000023
780.0,105.18521,4.74662499999998
810.0,109.93183499999999,4.7466249999999945
840.0,114.67846000000002,4.746625000000023
870.0,119.045355,4.366894999999985
900.0,121.89332999999999,2.847974999999991
930.0,124.741305,2.8479750000000053
960.0,127.58927999999999,2.847974999999991
990.0,130.437255,2.8479750000000053
1020.0,132.9055,2.468244999999996
1050.0,134.80415,1.8986500000000035
1080.0,136.7028,1.8986500000000035
1110.0,138.60145,1.8986500000000035
1140.0,140.5001,1.8986500000000035
1170.0,142.01902,1.5189200000000085
1200.0,143.28478666666666,1.26576666666665
1230.0,144.55055333333334,1.2657666666666785
1260.0,145.81632,1.26576666666665
1290.0,147.08208666666664,1.26576666666665
1320.0,148.0947,1.0126133333333485
1350.0,149.04402499999998,0.9493249999999875
1380.0,149.99335,0.949325000000016
1410.0,150.942675,0.949325000000016
1440.0,151.892,0.9493249999999875
