time_min,cumulative_depth_mm,incremental_depth_mm
0.0,0.0,0.0
30.0,2.1589999999999994,2.1589999999999994
60.0,4.317999999999999,2.1589999999999994
90.0,6.476999999999999,2.1590000000000007
120.0,8.635999999999997,2.158999999999998
150.0,11.0109,2.374900000000002
180.0,14.249399999999998,3.2384999999999984
210.0,17.4879,3.238500000000002
240.0,20.726399999999995,3.238499999999995
270.0,23.964899999999997,3.238500000000002
300.0,28.067,4.102100000000004
330.0,33.464499999999994,5.397499999999994
360.0,38.862,5.397500000000008
390.0,44.259499999999996,5.397499999999994
420.0,49.65700000000001,5.397500000000015
450.0,56.673750000000005,7.016749999999995
480.0,64.76999999999998,8.096249999999976
510.0,72.86625,8.096250000000012
540.0,80.96249999999998,8.096249999999984
570.0,89.05874999999996,8.096249999999984
600.0,102.7684,13.709650000000039
630.0,117.88139999999999,15.112999999999985
660.0,132.99439999999996,15.112999999999971
690.0,148.10739999999998,15.113000000000028
720.0,163.22039999999998,15.113
750.0,171.31665,8.096250000000026
780.0,179.41289999999998,8.09624999999997
810.0,187.50914999999998,8.096249999999998
840.0,195.60540000000003,8.096250000000055
870.0,203.05395000000001,7.448549999999983
900.0,207.9117,4.857749999999982
930.0,212.76945,4.85775000000001
960.0,217.6272,4.857749999999982
990.0,222.48495,4.85775000000001
1020.0,226.695,4.210049999999995
1050.0,229.93349999999998,3.2384999999999877
1080.0,233.172,3.238500000000016
1110.0,236.4105,3.238500000000016
1140.0,239.649,3.2384999999999877
1170.0,242.2398,2.5908000000000015
1200.0,244.3988,2.158999999999992
1230.0,246.5578,2.158999999999992
1260.0,248.71679999999998,2.158999999999992
1290.0,250.87579999999997,2.158999999999992
1320.0,252.60299999999998,1.7272000000000105
1350.0,254.22224999999997,1.6192499999999939
1380.0,255.8415,1.6192500000000223
1410.0,257.46074999999996,1.6192499999999654
1440.0,259.08,1.6192500000000223
