date,cloud_pct_scl,cloud_pct_s2cloudless,cloud_pct_combined,cloud_pixels,total_pixels,cloud_mask_path
20230418,3.19,0.0,3.09,1528,49506,/Users/hqqq422/Desktop/deepearth/models/flood_hydrology/sentinel2/data/cloud_mask_20230418.tif
20230503,0.0,0.0,0.0,0,49506,/Users/hqqq422/Desktop/deepearth/models/flood_hydrology/sentinel2/data/cloud_mask_20230503.tif
20230508,0.0,0.0,0.0,0,49506,/Users/hqqq422/Desktop/deepearth/models/flood_hydrology/sentinel2/data/cloud_mask_20230508.tif
20230528,0.0,0.0,0.0,0,49506,/Users/hqqq422/Desktop/deepearth/models/flood_hydrology/sentinel2/data/cloud_mask_20230528.tif
20230627,24.71,1.46,23.91,11835,49506,/Users/hqqq422/Desktop/deepearth/models/flood_hydrology/sentinel2/data/cloud_mask_20230627.tif
20230722,33.37,8.89,32.28,15983,49506,/Users/hqqq422/Desktop/deepearth/models/flood_hydrology/sentinel2/data/cloud_mask_20230722.tif
20230826,0.0,0.0,0.0,0,49506,/Users/hqqq422/Desktop/deepearth/models/flood_hydrology/sentinel2/data/cloud_mask_20230826.tif
20230910,9.17,0.07,8.86,4386,49506,/Users/hqqq422/Desktop/deepearth/models/flood_hydrology/sentinel2/data/cloud_mask_20230910.tif
20230915,25.11,1.17,24.27,12013,49506,/Users/hqqq422/Desktop/deepearth/models/flood_hydrology/sentinel2/data/cloud_mask_20230915.tif
20231015,0.0,0.0,0.0,0,49506,/Users/hqqq422/Desktop/deepearth/models/flood_hydrology/sentinel2/data/cloud_mask_20231015.tif
20231020,11.51,0.01,11.13,5508,49506,/Users/hqqq422/Desktop/deepearth/models/flood_hydrology/sentinel2/data/cloud_mask_20231020.tif
20231119,0.0,0.0,0.0,0,49506,/Users/hqqq422/Desktop/deepearth/models/flood_hydrology/sentinel2/data/cloud_mask_20231119.tif
20231129,0.0,0.0,0.0,0,49506,/Users/hqqq422/Desktop/deepearth/models/flood_hydrology/sentinel2/data/cloud_mask_20231129.tif
20231209,0.0,0.0,0.0,0,49506,/Users/hqqq422/Desktop/deepearth/models/flood_hydrology/sentinel2/data/cloud_mask_20231209.tif
20231219,0.0,0.0,0.0,0,49506,/Users/hqqq422/Desktop/deepearth/models/flood_hydrology/sentinel2/data/cloud_mask_20231219.tif
20240202,0.0,0.0,0.0,0,49506,/Users/hqqq422/Desktop/deepearth/models/flood_hydrology/sentinel2/data/cloud_mask_20240202.tif
20240207,0.0,0.0,0.0,0,49506,/Users/hqqq422/Desktop/deepearth/models/flood_hydrology/sentinel2/data/cloud_mask_20240207.tif
20240212,4.31,0.03,4.17,2065,49506,/Users/hqqq422/Desktop/deepearth/models/flood_hydrology/sentinel2/data/cloud_mask_20240212.tif
20240222,0.0,0.0,0.0,0,49506,/Users/hqqq422/Desktop/deepearth/models/flood_hydrology/sentinel2/data/cloud_mask_20240222.tif
20240227,10.01,0.0,9.68,4790,49506,/Users/hqqq422/Desktop/deepearth/models/flood_hydrology/sentinel2/data/cloud_mask_20240227.tif
20240407,0.0,0.0,0.0,0,49506,/Users/hqqq422/Desktop/deepearth/models/flood_hydrology/sentinel2/data/cloud_mask_20240407.tif
20240412,0.0,0.0,0.0,0,49506,/Users/hqqq422/Desktop/deepearth/models/flood_hydrology/sentinel2/data/cloud_mask_20240412.tif
20240502,46.25,0.0,44.7,22127,49506,/Users/hqqq422/Desktop/deepearth/models/flood_hydrology/sentinel2/data/cloud_mask_20240502.tif
20240527,0.0,0.0,0.0,0,49506,/Users/hqqq422/Desktop/deepearth/models/flood_hydrology/sentinel2/data/cloud_mask_20240527.tif
20240726,24.05,4.38,23.25,11509,49506,/Users/hqqq422/Desktop/deepearth/models/flood_hydrology/sentinel2/data/cloud_mask_20240726.tif
